lead_id,lead_created_date,dealership_id,customer_id,vehicle_model_id,lead_source_id,campaign_id,assigned_employee_id,sale_id,lead_count,first_response_seconds,is_contacted,is_appointment_set,is_appointment_shown,is_sold,is_duplicate,original_lead_id,days_to_sale,source_system
LED-000000172,2025-07-06,GSA-001,,VMD-00066,LDS-001,,EMP-00006,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000173,2025-07-06,GSA-002,CUS-00001630,,LDS-008,,EMP-00019,,1,3629,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000174,2025-07-06,GSA-002,CUS-00001544,VMD-00012,LDS-008,,EMP-00019,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000175,2025-07-06,GSA-001,,VMD-00093,LDS-001,,EMP-00012,,1,2265,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000176,2025-07-06,GSA-001,CUS-00001920,,LDS-010,CMP-00013,,,1,2090,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000177,2025-07-06,GSA-001,CUS-00002488,,LDS-010,CMP-00013,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000178,2025-07-06,GSA-003,CUS-00000721,VMD-00105,LDS-001,,EMP-00029,,1,1564,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000179,2025-07-06,GSA-002,CUS-00002321,VMD-00037,LDS-017,,,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000180,2025-07-06,GSA-003,CUS-00001121,VMD-00090,LDS-001,,EMP-00029,,1,461,true,false,false,false,true,LED-000000055,,arpi_synthetic_generator
LED-000000181,2025-07-06,GSA-001,CUS-00001190,VMD-00079,LDS-001,,EMP-00004,SLE-00000018,1,2899,true,true,true,true,false,,1,arpi_synthetic_generator
LED-000000182,2025-07-06,GSA-002,CUS-00001459,VMD-00118,LDS-002,,EMP-00013,SLE-00000171,1,12244,true,true,true,true,false,,37,arpi_synthetic_generator
LED-000000183,2025-07-06,GSA-001,CUS-00002395,VMD-00095,LDS-001,,EMP-00012,,1,3725,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000184,2025-07-06,GSA-002,CUS-00001070,,LDS-001,,EMP-00013,,1,6898,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000185,2025-07-06,GSA-001,CUS-00002130,VMD-00025,LDS-007,CMP-00021,EMP-00011,,1,18722,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000186,2025-07-06,GSA-002,CUS-00002346,VMD-00048,LDS-010,CMP-00005,EMP-00019,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000187,2025-07-06,GSA-001,CUS-00001542,,LDS-006,CMP-00018,EMP-00003,,1,6610,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000188,2025-07-06,GSA-003,CUS-00002132,VMD-00052,LDS-015,,EMP-00026,,1,809,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000189,2025-07-06,GSA-001,CUS-00001177,VMD-00115,LDS-014,,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000190,2025-07-07,GSA-002,CUS-00000026,VMD-00110,LDS-010,CMP-00005,EMP-00019,,1,658,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000191,2025-07-07,GSA-003,CUS-00002179,VMD-00045,LDS-013,,EMP-00029,,1,831,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000192,2025-07-07,GSA-001,CUS-00000070,VMD-00113,LDS-007,CMP-00001,EMP-00011,,1,1060,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000193,2025-07-07,GSA-001,CUS-00002440,VMD-00085,LDS-017,,EMP-00001,,1,13458,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000194,2025-07-07,GSA-001,CUS-00001791,,LDS-007,,EMP-00011,,1,1462,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000195,2025-07-07,GSA-001,CUS-00001677,VMD-00088,LDS-005,,EMP-00011,,1,920,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000196,2025-07-07,GSA-001,CUS-00002422,,LDS-004,,EMP-00011,,1,435,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000197,2025-07-07,GSA-003,CUS-00000246,VMD-00053,LDS-001,,EMP-00025,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000198,2025-07-07,GSA-003,CUS-00000729,VMD-00041,LDS-016,,EMP-00024,SLE-00000170,1,94,true,true,true,true,false,,36,arpi_synthetic_generator
LED-000000199,2025-07-07,GSA-001,CUS-00002256,VMD-00049,LDS-017,,EMP-00002,,1,889,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000200,2025-07-07,GSA-001,CUS-00000980,VMD-00113,LDS-001,,EMP-00002,,1,447,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000201,2025-07-07,GSA-002,CUS-00001510,VMD-00120,LDS-015,,EMP-00022,SLE-00000079,1,2658,true,true,true,true,false,,15,arpi_synthetic_generator
LED-000000202,2025-07-07,GSA-003,CUS-00001857,,LDS-004,,EMP-00029,,1,6485,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000203,2025-07-07,GSA-001,CUS-00000168,VMD-00102,LDS-011,CMP-00024,EMP-00011,,1,32135,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000204,2025-07-07,GSA-001,CUS-00001669,VMD-00112,LDS-017,,EMP-00006,,1,1261,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000205,2025-07-07,GSA-003,CUS-00002236,VMD-00064,LDS-001,,EMP-00024,SLE-00000041,1,5877,true,true,true,true,false,,7,arpi_synthetic_generator
LED-000000206,2025-07-07,GSA-002,CUS-00000353,VMD-00083,LDS-010,CMP-00005,EMP-00019,,1,4849,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000207,2025-07-07,GSA-001,CUS-00001952,VMD-00116,LDS-015,,EMP-00012,SLE-00000173,1,476,true,false,false,true,false,,36,arpi_synthetic_generator
LED-000000208,2025-07-07,GSA-003,CUS-00001165,VMD-00040,LDS-010,,EMP-00026,,1,3471,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000209,2025-07-07,GSA-001,CUS-00002479,,LDS-002,,EMP-00002,,1,332,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000210,2025-07-07,GSA-001,CUS-00002136,VMD-00098,LDS-015,,EMP-00007,SLE-00000348,1,439,true,true,true,true,false,,84,arpi_synthetic_generator
LED-000000211,2025-07-07,GSA-003,CUS-00000062,VMD-00008,LDS-013,,EMP-00026,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000212,2025-07-07,GSA-001,CUS-00000397,VMD-00103,LDS-001,,EMP-00010,,1,463,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000213,2025-07-07,GSA-001,CUS-00000540,VMD-00062,LDS-014,,EMP-00011,,1,2235,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000214,2025-07-07,GSA-003,CUS-00000432,VMD-00042,LDS-002,,EMP-00029,,1,416,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000215,2025-07-07,GSA-003,,VMD-00066,LDS-010,,EMP-00030,,1,377,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000216,2025-07-07,GSA-002,CUS-00002069,VMD-00098,LDS-006,CMP-00003,EMP-00022,SLE-00000034,1,16712,true,true,true,true,false,,5,arpi_synthetic_generator
LED-000000217,2025-07-07,GSA-001,CUS-00002116,VMD-00062,LDS-005,,EMP-00011,,1,342,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000218,2025-07-07,GSA-001,CUS-00000579,VMD-00103,LDS-015,,EMP-00004,SLE-00000028,1,289,true,false,false,true,false,,2,arpi_synthetic_generator
LED-000000219,2025-07-07,GSA-001,CUS-00001894,VMD-00070,LDS-008,,EMP-00011,,1,1925,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000220,2025-07-07,GSA-002,CUS-00000283,,LDS-001,,EMP-00013,,1,1209,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000221,2025-07-07,GSA-003,CUS-00001889,,LDS-007,CMP-00021,EMP-00024,,1,424,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000222,2025-07-07,GSA-003,CUS-00001750,VMD-00044,LDS-005,,EMP-00030,,1,703,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000223,2025-07-07,GSA-003,CUS-00002105,VMD-00001,LDS-011,CMP-00008,EMP-00026,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000224,2025-07-07,GSA-001,CUS-00002283,VMD-00112,LDS-018,,EMP-00004,,1,3155,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000225,2025-07-07,GSA-002,CUS-00001037,VMD-00119,LDS-008,,EMP-00019,SLE-00000021,1,1550,true,false,false,true,false,,1,arpi_synthetic_generator
LED-000000226,2025-07-07,GSA-001,CUS-00000331,VMD-00066,LDS-010,,EMP-00011,,1,725,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000227,2025-07-07,GSA-001,CUS-00000027,VMD-00051,LDS-010,CMP-00013,EMP-00011,,1,154,true,false,false,false,true,LED-000000006,,arpi_synthetic_generator
LED-000000228,2025-07-07,GSA-002,CUS-00001332,,LDS-011,CMP-00024,EMP-00019,,1,526,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000229,2025-07-07,GSA-002,CUS-00000097,,LDS-001,,EMP-00016,,1,1417,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000230,2025-07-07,GSA-002,CUS-00000348,,LDS-010,CMP-00005,EMP-00019,,1,5976,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000231,2025-07-07,GSA-003,CUS-00000142,,LDS-001,,EMP-00027,,1,273,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000232,2025-07-07,GSA-002,CUS-00001385,VMD-00014,LDS-005,,EMP-00019,,1,341,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000233,2025-07-07,GSA-002,CUS-00002257,VMD-00074,LDS-001,,EMP-00022,SLE-00000031,1,978,true,true,true,true,false,,4,arpi_synthetic_generator
LED-000000234,2025-07-07,GSA-001,CUS-00000474,VMD-00001,LDS-002,,EMP-00006,,1,296,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000235,2025-07-08,GSA-002,CUS-00000573,VMD-00027,LDS-004,,EMP-00019,,1,685,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000236,2025-07-08,GSA-001,CUS-00000131,,LDS-006,CMP-00016,EMP-00001,,1,1491,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000237,2025-07-08,GSA-002,CUS-00000386,VMD-00083,LDS-008,,EMP-00019,,1,3241,true,false,false,false,true,LED-000000067,,arpi_synthetic_generator
LED-000000238,2025-07-08,GSA-001,CUS-00001670,,LDS-003,CMP-00015,EMP-00011,,1,36,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000239,2025-07-08,GSA-003,CUS-00000446,VMD-00093,LDS-010,,EMP-00025,,1,1674,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000240,2025-07-08,GSA-001,CUS-00000673,VMD-00060,LDS-001,,EMP-00006,,1,520,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000241,2025-07-08,GSA-001,CUS-00000233,VMD-00090,LDS-016,,EMP-00001,SLE-00000047,1,1461,true,true,true,true,false,,7,arpi_synthetic_generator
LED-000000242,2025-07-08,GSA-001,CUS-00001606,VMD-00062,LDS-007,CMP-00001,EMP-00011,,1,1254,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000243,2025-07-08,GSA-001,CUS-00002155,VMD-00067,LDS-014,,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000244,2025-07-08,GSA-002,CUS-00000176,VMD-00119,LDS-011,CMP-00024,EMP-00019,SLE-00000050,1,1062,true,false,false,true,false,,7,arpi_synthetic_generator
LED-000000245,2025-07-08,GSA-001,CUS-00001176,VMD-00029,LDS-010,CMP-00013,EMP-00011,,1,35812,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000246,2025-07-08,GSA-001,CUS-00002084,,LDS-008,,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000247,2025-07-08,GSA-001,CUS-00000156,VMD-00090,LDS-002,,EMP-00010,SLE-00000039,1,357,true,true,true,true,false,,6,arpi_synthetic_generator
LED-000000248,2025-07-08,GSA-001,CUS-00000649,,LDS-014,,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000249,2025-07-08,GSA-002,CUS-00001186,VMD-00094,LDS-003,,EMP-00019,,1,2601,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000250,2025-07-08,GSA-001,CUS-00000395,VMD-00063,LDS-007,CMP-00023,,,1,6433,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000251,2025-07-08,GSA-001,CUS-00001713,VMD-00115,LDS-002,,EMP-00006,,1,547,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000252,2025-07-08,GSA-003,CUS-00000459,,LDS-008,,EMP-00024,,1,1621,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000253,2025-07-08,GSA-003,CUS-00002236,VMD-00022,LDS-006,,EMP-00024,,1,83,true,false,false,false,true,LED-000000205,,arpi_synthetic_generator
LED-000000254,2025-07-08,GSA-001,CUS-00001642,VMD-00105,LDS-013,,EMP-00011,,1,1424,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000255,2025-07-08,GSA-002,CUS-00000993,VMD-00110,LDS-015,,EMP-00020,SLE-00000161,1,2847,true,true,true,true,false,,32,arpi_synthetic_generator
LED-000000256,2025-07-08,GSA-001,CUS-00000343,VMD-00053,LDS-003,,,,1,61623,true,false,false,false,true,LED-000000111,,arpi_synthetic_generator
LED-000000257,2025-07-08,GSA-003,CUS-00000355,,LDS-001,,EMP-00030,,1,6025,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000258,2025-07-08,GSA-002,CUS-00000472,VMD-00014,LDS-011,CMP-00024,EMP-00019,,1,467,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000259,2025-07-09,GSA-001,CUS-00001440,VMD-00070,LDS-009,,EMP-00011,,1,17648,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000260,2025-07-09,GSA-001,CUS-00001743,VMD-00054,LDS-016,,EMP-00003,,1,9425,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000261,2025-07-09,GSA-002,CUS-00001570,VMD-00084,LDS-016,,EMP-00014,,1,2356,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000262,2025-07-09,GSA-003,CUS-00001890,VMD-00022,LDS-006,,EMP-00025,,1,82,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000263,2025-07-09,GSA-003,CUS-00000466,VMD-00111,LDS-016,,EMP-00030,SLE-00000070,1,1016,true,true,true,true,false,,12,arpi_synthetic_generator
LED-000000264,2025-07-09,GSA-001,CUS-00001852,VMD-00031,LDS-010,CMP-00013,EMP-00011,,1,533,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000265,2025-07-09,GSA-001,CUS-00000583,,LDS-018,,EMP-00004,,1,512,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000266,2025-07-09,GSA-003,CUS-00002351,VMD-00002,LDS-015,,EMP-00030,SLE-00000285,1,464,true,true,true,true,false,,62,arpi_synthetic_generator
LED-000000267,2025-07-09,GSA-001,CUS-00002475,,LDS-008,,EMP-00011,,1,2161,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000268,2025-07-09,GSA-002,CUS-00001460,VMD-00120,LDS-010,CMP-00005,EMP-00019,SLE-00000447,1,5876,true,false,false,true,false,,111,arpi_synthetic_generator
LED-000000269,2025-07-09,GSA-001,CUS-00001920,VMD-00113,LDS-009,,EMP-00011,,1,506,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000270,2025-07-09,GSA-002,CUS-00000603,VMD-00021,LDS-008,,EMP-00019,,1,2166,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000271,2025-07-09,GSA-002,CUS-00002255,VMD-00047,LDS-015,,EMP-00022,,1,733,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000272,2025-07-09,GSA-002,CUS-00000833,,LDS-002,,EMP-00015,,1,2065,true,false,false,false,true,LED-000000158,,arpi_synthetic_generator
LED-000000273,2025-07-09,GSA-001,CUS-00000095,VMD-00114,LDS-011,CMP-00024,EMP-00011,,1,217,true,false,false,false,true,LED-000000060,,arpi_synthetic_generator
LED-000000274,2025-07-09,GSA-003,,VMD-00022,LDS-005,,EMP-00026,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000275,2025-07-09,GSA-002,CUS-00000900,VMD-00046,LDS-018,,EMP-00020,SLE-00000133,1,186,true,true,true,true,false,,26,arpi_synthetic_generator
LED-000000276,2025-07-09,GSA-002,CUS-00002300,VMD-00022,LDS-016,,EMP-00015,,1,4044,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000277,2025-07-09,GSA-001,CUS-00001633,VMD-00045,LDS-010,CMP-00013,EMP-00011,,1,1161,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000278,2025-07-09,GSA-001,CUS-00002051,VMD-00017,LDS-003,CMP-00015,EMP-00011,,1,77,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000279,2025-07-09,GSA-001,CUS-00000065,,LDS-013,,EMP-00011,,1,561,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000280,2025-07-09,GSA-003,CUS-00001630,VMD-00005,LDS-006,,EMP-00030,,1,1983,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000281,2025-07-09,GSA-001,CUS-00000016,,LDS-004,,EMP-00011,,1,1200,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000282,2025-07-09,GSA-001,CUS-00001902,VMD-00059,LDS-008,,EMP-00011,,1,301,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000283,2025-07-09,GSA-001,CUS-00002177,VMD-00010,LDS-019,,EMP-00001,,1,9941,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000284,2025-07-09,GSA-002,CUS-00000054,VMD-00015,LDS-008,,EMP-00019,,1,8994,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000285,2025-07-09,GSA-003,CUS-00001186,VMD-00011,LDS-012,,EMP-00027,,1,1473,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000286,2025-07-09,GSA-001,CUS-00002414,VMD-00016,LDS-006,CMP-00018,EMP-00010,,1,398,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000287,2025-07-09,GSA-001,CUS-00001505,VMD-00005,LDS-001,,EMP-00012,,1,584,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000288,2025-07-09,GSA-001,CUS-00002467,VMD-00105,LDS-015,,EMP-00002,,1,2967,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000289,2025-07-10,GSA-001,CUS-00000718,VMD-00114,LDS-011,,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000290,2025-07-10,GSA-001,CUS-00000364,VMD-00104,LDS-012,,EMP-00011,,1,1825,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000291,2025-07-10,GSA-002,CUS-00000151,VMD-00055,LDS-019,,EMP-00013,SLE-00000083,1,2793,true,true,true,true,false,,12,arpi_synthetic_generator
LED-000000292,2025-07-10,GSA-002,CUS-00000863,VMD-00073,LDS-007,CMP-00021,EMP-00019,SLE-00000068,1,1509,true,true,true,true,false,,9,arpi_synthetic_generator
LED-000000293,2025-07-10,GSA-002,CUS-00001340,VMD-00074,LDS-007,CMP-00021,EMP-00019,,1,2635,true,false,false,false,true,LED-000000153,,arpi_synthetic_generator
LED-000000294,2025-07-10,GSA-001,CUS-00001067,,LDS-008,,EMP-00011,,1,14017,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000295,2025-07-10,GSA-001,CUS-00000227,,LDS-001,,EMP-00003,,1,1772,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000296,2025-07-10,GSA-001,CUS-00000122,VMD-00037,LDS-005,,EMP-00011,,1,691,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000297,2025-07-10,GSA-001,CUS-00000252,VMD-00087,LDS-007,CMP-00021,EMP-00011,,1,1563,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000298,2025-07-10,GSA-002,CUS-00000440,,LDS-010,CMP-00005,EMP-00019,,1,9837,true,false,false,false,true,LED-000000119,,arpi_synthetic_generator
LED-000000299,2025-07-10,GSA-002,,,LDS-015,,EMP-00015,,1,376,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000300,2025-07-10,GSA-003,CUS-00000809,VMD-00095,LDS-002,,EMP-00030,,1,509,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000301,2025-07-10,GSA-001,CUS-00000788,VMD-00052,LDS-016,,EMP-00003,,1,1248,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000302,2025-07-10,GSA-001,CUS-00001826,VMD-00078,LDS-005,,EMP-00011,,1,1378,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000303,2025-07-10,GSA-001,CUS-00001012,VMD-00117,LDS-018,,EMP-00006,,1,430,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000304,2025-07-10,GSA-002,CUS-00001391,VMD-00032,LDS-002,,EMP-00013,,1,14731,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000305,2025-07-10,GSA-001,CUS-00002488,VMD-00083,LDS-006,CMP-00011,EMP-00002,,1,2159,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000306,2025-07-10,GSA-002,CUS-00000033,VMD-00091,LDS-010,CMP-00005,EMP-00019,,1,1655,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000307,2025-07-10,GSA-003,CUS-00001181,VMD-00103,LDS-011,CMP-00008,EMP-00026,SLE-00000225,1,52470,true,true,true,true,false,,46,arpi_synthetic_generator
LED-000000308,2025-07-10,GSA-002,CUS-00000111,VMD-00110,LDS-004,,EMP-00019,SLE-00000052,1,4998,true,true,true,true,false,,6,arpi_synthetic_generator
LED-000000309,2025-07-10,GSA-001,CUS-00000255,VMD-00115,LDS-015,,EMP-00007,,1,2881,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000310,2025-07-10,GSA-003,CUS-00000398,VMD-00005,LDS-010,,EMP-00029,,1,916,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000311,2025-07-10,GSA-002,CUS-00000078,VMD-00076,LDS-010,CMP-00005,EMP-00019,,1,299,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000312,2025-07-10,GSA-003,CUS-00002055,VMD-00097,LDS-003,,EMP-00027,,1,1531,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000313,2025-07-10,GSA-001,CUS-00001237,,LDS-011,,EMP-00011,,1,1550,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000314,2025-07-11,GSA-002,CUS-00002245,,LDS-018,,EMP-00016,,1,1336,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000315,2025-07-11,GSA-003,CUS-00000621,VMD-00053,LDS-007,CMP-00021,EMP-00030,,1,759,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000316,2025-07-11,GSA-002,CUS-00002397,VMD-00109,LDS-009,,EMP-00019,SLE-00000081,1,30,true,true,false,true,false,,11,arpi_synthetic_generator
LED-000000317,2025-07-11,GSA-001,,VMD-00066,LDS-011,CMP-00024,EMP-00011,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000318,2025-07-11,GSA-001,CUS-00001730,VMD-00091,LDS-016,,EMP-00003,,1,1048,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000319,2025-07-11,GSA-002,CUS-00000603,,LDS-001,,EMP-00013,,1,30905,true,false,false,false,true,LED-000000270,,arpi_synthetic_generator
LED-000000320,2025-07-11,GSA-003,CUS-00000867,VMD-00014,LDS-013,,EMP-00030,SLE-00000300,1,2513,true,false,false,true,false,,65,arpi_synthetic_generator
LED-000000321,2025-07-11,GSA-001,,VMD-00082,LDS-010,CMP-00013,EMP-00011,,1,306,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000322,2025-07-11,GSA-001,CUS-00000643,VMD-00063,LDS-006,CMP-00011,EMP-00002,,1,1000,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000323,2025-07-11,GSA-002,CUS-00001661,VMD-00109,LDS-005,,EMP-00019,SLE-00000174,1,1131,true,false,false,true,false,,32,arpi_synthetic_generator
LED-000000324,2025-07-11,GSA-001,CUS-00001443,VMD-00083,LDS-013,,EMP-00011,,1,481,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000325,2025-07-11,GSA-001,CUS-00001592,VMD-00088,LDS-001,,EMP-00012,,1,67241,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000326,2025-07-11,GSA-002,CUS-00000271,VMD-00119,LDS-007,CMP-00021,EMP-00019,SLE-00000246,1,1673,true,true,false,true,false,,49,arpi_synthetic_generator
LED-000000327,2025-07-11,GSA-002,CUS-00000408,VMD-00059,LDS-010,CMP-00005,EMP-00019,,1,3359,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000328,2025-07-11,GSA-001,CUS-00001555,VMD-00092,LDS-001,,EMP-00004,,1,6493,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000329,2025-07-11,GSA-001,CUS-00001036,VMD-00061,LDS-014,,EMP-00011,,1,1543,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000330,2025-07-11,GSA-001,CUS-00001880,VMD-00101,LDS-008,,EMP-00011,,1,297,true,false,false,false,true,LED-000000167,,arpi_synthetic_generator
LED-000000331,2025-07-11,GSA-001,CUS-00001759,VMD-00113,LDS-001,,EMP-00003,,1,1639,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000332,2025-07-11,GSA-001,CUS-00002283,VMD-00111,LDS-008,,EMP-00011,,1,2914,true,true,false,false,true,LED-000000224,,arpi_synthetic_generator
LED-000000333,2025-07-11,GSA-001,CUS-00000670,VMD-00092,LDS-006,CMP-00018,EMP-00006,,1,1432,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000334,2025-07-11,GSA-001,CUS-00000684,VMD-00058,LDS-018,,EMP-00003,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000335,2025-07-11,GSA-001,CUS-00002311,VMD-00091,LDS-012,,EMP-00011,,1,19345,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000336,2025-07-11,GSA-003,CUS-00000266,,LDS-012,,EMP-00024,,1,4438,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000337,2025-07-11,GSA-001,,VMD-00092,LDS-001,,EMP-00010,,1,5707,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000338,2025-07-12,GSA-002,,,LDS-002,,EMP-00014,,1,7428,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000339,2025-07-12,GSA-001,CUS-00000028,VMD-00080,LDS-007,CMP-00001,EMP-00011,,1,2143,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000340,2025-07-12,GSA-001,CUS-00000686,VMD-00059,LDS-004,,EMP-00011,SLE-00000263,1,1605,true,false,false,true,false,,52,arpi_synthetic_generator
LED-000000341,2025-07-12,GSA-002,CUS-00000918,VMD-00022,LDS-008,,EMP-00019,,1,81713,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000342,2025-07-12,GSA-003,CUS-00001848,VMD-00086,LDS-010,,EMP-00027,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000343,2025-07-12,GSA-002,CUS-00001019,VMD-00065,LDS-010,CMP-00005,EMP-00019,SLE-00000165,1,3257,true,false,false,true,false,,30,arpi_synthetic_generator
LED-000000344,2025-07-12,GSA-002,CUS-00002075,,LDS-016,,EMP-00013,,1,1059,true,true,true,false,false,,,arpi_synthetic_generator
