snapshot_date,dealership_id,vehicle_id,vehicle_model_id,current_asking_price,original_asking_price,msrp,acquisition_cost,reconditioning_cost,inventory_investment,market_price_estimate,days_in_stock,age_bucket,markdown_count_to_date,inventory_unit_count,source_system
2025-07-01,GSA-002,VEH-0000663,VMD-00101,29787.38,30057.90,29889.21,27389.25,15.00,27404.25,30705.71,47,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000691,VMD-00055,17998.53,18965.79,,11027.83,3187.24,14215.07,19537.55,119,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000720,VMD-00023,5745.56,5745.56,,3202.15,1152.56,4354.71,5785.48,3,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000724,VMD-00108,38885.68,39558.17,,29024.46,920.28,29944.74,,53,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000735,VMD-00107,36229.84,36856.40,,27102.15,2638.21,29740.36,38683.04,35,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000765,VMD-00023,3931.75,3931.75,,2091.27,863.73,2955.00,,6,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000769,VMD-00107,39062.16,39416.91,39007.10,35259.34,162.00,35421.34,37186.19,52,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000774,VMD-00023,6812.87,6812.87,,3708.56,1284.23,4992.79,6562.47,12,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000780,VMD-00074,14963.73,15490.40,,9481.42,2785.17,12266.59,16344.80,83,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000786,VMD-00119,39993.36,39993.36,39696.51,36983.06,150.00,37133.06,36553.01,27,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000792,VMD-00119,38933.96,38933.96,38980.58,35480.71,106.00,35586.71,38054.71,15,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000808,VMD-00108,37562.39,37903.52,37999.54,35157.78,38.00,35195.78,35911.65,51,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000822,VMD-00073,27823.13,29853.14,,16739.75,4232.94,20972.69,29184.22,130,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000825,VMD-00118,39654.66,40381.53,40483.51,37216.37,163.00,37379.37,40731.80,76,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000832,VMD-00032,11043.38,11849.12,,7174.20,2185.29,9359.49,11421.43,137,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000836,VMD-00100,24623.98,24623.98,24467.27,21904.08,9.00,21913.08,25344.23,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000871,VMD-00003,3272.49,3329.08,,1959.49,829.47,2788.96,3309.62,48,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000878,VMD-00107,42595.19,44884.29,,30493.52,2036.44,32529.96,46401.60,92,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000886,VMD-00032,5928.42,6137.08,,3549.55,1242.88,4792.43,5820.32,78,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000889,VMD-00098,29814.90,29814.90,,22428.21,2159.86,24588.07,28843.77,27,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000895,VMD-00003,3758.06,3758.06,,2263.52,908.52,3172.04,3478.38,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000896,VMD-00073,21307.15,22057.09,,16176.31,1568.02,17744.33,20960.65,62,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000002,VMD-00054,20758.60,21117.60,,14895.50,1376.27,16271.77,18821.63,39,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000008,VMD-00019,9103.64,9103.64,,5602.20,1492.70,7094.90,,15,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000060,VMD-00111,47009.50,47009.50,,31822.25,1369.94,33192.19,46777.23,6,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000072,VMD-00034,12746.48,13195.11,,7785.33,2344.19,10129.52,,69,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000074,VMD-00023,6612.09,6967.43,,4106.18,1387.61,5493.79,6412.88,104,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000092,VMD-00041,13780.99,14266.04,,8219.18,2456.99,10676.17,14260.21,89,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000095,VMD-00116,47539.14,47539.14,,34536.03,1991.80,36527.83,48301.48,2,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000099,VMD-00061,13292.34,13522.22,,8164.41,2011.94,10176.35,13908.74,54,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000114,VMD-00014,4981.20,4981.20,,2687.92,1018.86,3706.78,5119.30,25,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000124,VMD-00053,15895.87,17055.65,,11044.89,1291.48,12336.37,18422.42,129,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000148,VMD-00092,44281.74,44281.74,,29225.48,2440.48,31665.96,42052.69,6,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000154,VMD-00036,15736.12,15736.12,,10796.42,1971.82,12768.24,16367.17,26,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000157,VMD-00021,4960.76,4960.76,,2669.77,1014.14,3683.91,,19,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000158,VMD-00103,40684.49,40684.49,,27445.80,1845.34,29291.14,40467.60,22,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000161,VMD-00104,40775.04,40775.04,,29914.95,1366.97,31281.92,37890.94,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000163,VMD-00097,36133.19,36133.19,,26165.42,2391.39,28556.81,37428.20,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000172,VMD-00040,7943.80,7943.80,,4619.05,1520.95,6140.00,7847.98,12,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000180,VMD-00053,21837.74,22215.40,,12743.38,3394.20,16137.58,24051.26,56,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000181,VMD-00053,14658.72,14658.72,,8956.79,2318.82,11275.61,13739.00,19,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000197,VMD-00045,9569.26,9569.26,,6871.39,1053.24,7924.63,9822.10,29,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000201,VMD-00083,19465.91,19465.91,,13044.29,1815.56,14859.85,18384.87,1,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000219,VMD-00050,17973.32,18284.15,,11724.49,2805.57,14530.06,18156.45,47,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000242,VMD-00097,38761.10,38761.10,,26240.65,1563.10,27803.75,38277.25,0,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000265,VMD-00029,8833.24,8833.24,,5456.84,1738.78,7195.62,8903.51,26,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000268,VMD-00022,5502.96,5502.96,,3029.09,1107.56,4136.65,5675.62,20,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000292,VMD-00038,12258.13,12916.89,,8342.54,2489.06,10831.60,12814.20,111,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000304,VMD-00023,6517.09,6517.09,,3617.62,1260.58,4878.20,6992.73,0,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000308,VMD-00092,46197.07,46197.07,,32828.78,1734.03,34562.81,48351.38,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000316,VMD-00119,45714.10,45714.10,,33530.91,1638.79,35169.70,48108.83,12,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000322,VMD-00112,43123.35,43869.13,,30795.98,755.90,31551.88,47246.35,32,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000327,VMD-00055,17293.92,17593.00,,11390.09,1722.01,13112.10,17960.11,47,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000330,VMD-00038,12289.12,12289.12,,8196.08,1862.94,10059.02,12919.56,18,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000342,VMD-00065,14015.66,14258.05,,8684.12,2577.87,11261.99,13705.12,40,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000346,VMD-00011,3872.76,3939.74,,2302.10,918.55,3220.65,3787.84,59,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000352,VMD-00079,24307.00,24307.00,,18660.81,1065.97,19726.78,23754.26,11,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000359,VMD-00061,15306.56,15306.56,,9762.75,2858.32,12621.07,15783.73,19,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000361,VMD-00072,22385.44,22385.44,,14284.86,1510.88,15795.74,20811.95,12,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000367,VMD-00038,14189.86,14435.26,,8722.55,2280.60,11003.15,,46,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000375,VMD-00083,20094.19,20441.70,,13691.12,2388.99,16080.11,21484.98,55,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000414,VMD-00088,29930.73,29930.73,,23360.80,1125.36,24486.16,29937.37,10,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000417,VMD-00044,14012.91,14255.25,,9539.52,1264.69,10804.21,14516.16,45,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000419,VMD-00039,10226.06,10585.98,,6051.53,1893.40,7944.93,10183.07,76,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000426,VMD-00046,10345.41,10524.32,,6269.60,1687.12,7956.72,10832.07,54,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000433,VMD-00092,36741.90,37377.31,,28131.18,802.32,28933.50,35970.20,39,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000464,VMD-00083,18172.41,18172.41,,11527.75,2136.21,13663.96,18205.12,0,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000492,VMD-00047,13851.64,14339.17,,8224.99,2458.50,10683.49,13965.73,74,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000534,VMD-00070,20655.09,20655.09,,14984.19,843.85,15828.04,20361.06,7,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000569,VMD-00033,11453.06,11453.06,,7483.64,1986.54,9470.18,11311.03,20,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000572,VMD-00070,20565.48,20565.48,,15807.78,1122.83,16930.61,19249.45,0,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000583,VMD-00022,5934.11,6142.97,,3499.46,1229.86,4729.32,6368.21,68,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000607,VMD-00007,2975.19,3079.91,,1710.58,764.75,2475.33,2975.98,74,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000614,VMD-00091,28776.86,28776.86,,20722.74,3095.08,23817.82,30352.71,14,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000621,VMD-00091,32015.75,32015.75,,23024.65,1444.91,24469.56,32538.70,20,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000632,VMD-00113,49436.40,50291.35,,40388.84,602.05,40990.89,45838.20,39,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000649,VMD-00043,15451.39,15451.39,,9456.83,2778.78,12235.61,15248.56,17,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000676,VMD-00077,21742.83,21742.83,,15132.33,1161.22,16293.55,19955.11,3,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000702,VMD-00109,23651.53,25848.67,,19064.05,1080.93,20144.98,25888.89,167,Over 120,5,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000707,VMD-00077,21601.86,22362.17,,15152.80,1789.60,16942.40,21846.48,70,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000719,VMD-00064,23301.49,23301.49,,15945.76,1371.62,17317.38,23385.82,0,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000739,VMD-00023,3599.09,3599.09,,1797.33,787.31,2584.64,3447.57,0,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000754,VMD-00088,38635.16,39303.32,,26048.45,2534.74,28583.19,37989.80,47,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000757,VMD-00088,36358.53,37638.23,,26335.83,3001.65,29337.48,39432.03,82,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000781,VMD-00112,45325.44,45325.44,,31255.20,1136.22,32391.42,48711.61,14,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000797,VMD-00002,5007.26,5007.26,,2874.32,1067.32,3941.64,5299.44,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000806,VMD-00108,36948.33,38248.79,,29637.54,1131.06,30768.60,37444.99,83,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000819,VMD-00005,3872.08,3872.08,,1989.45,837.26,2826.71,3809.02,19,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000829,VMD-00064,23371.16,25076.35,,17741.94,2158.68,19900.62,23965.57,139,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000837,VMD-00078,29862.55,30378.99,,23511.00,1293.56,24804.56,29499.21,55,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000854,VMD-00014,4608.31,4608.31,,2535.79,979.31,3515.10,4759.97,1,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000861,VMD-00028,6348.04,6348.04,,3699.58,1281.89,4981.47,6655.31,15,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000867,VMD-00098,32983.29,32983.29,,25129.64,1855.06,26984.70,32541.28,8,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-003,VEH-0000869,VMD-00113,44356.28,45123.38,,36040.45,1687.88,37728.33,44645.39,48,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000007,VMD-00104,39425.25,40519.27,40600.43,37590.80,131.00,37721.80,42001.10,93,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000016,VMD-00103,39085.17,40169.75,40267.60,37501.22,143.00,37644.22,42238.93,109,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000019,VMD-00029,8814.97,8814.97,,5329.28,1705.61,7034.89,8688.10,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000059,VMD-00113,49676.92,49676.92,49909.80,45113.67,95.00,45208.67,50631.36,15,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000089,VMD-00115,47880.32,48757.96,47944.77,43924.17,62.00,43986.17,48761.37,62,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000103,VMD-00027,11025.64,11216.32,,7541.02,884.06,8425.08,10791.09,30,0-30,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000111,VMD-00103,37319.89,38003.96,38434.23,34818.57,159.00,34977.57,38861.18,75,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000118,VMD-00104,37470.79,37811.09,38066.40,35015.95,125.00,35140.95,37723.90,41,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000125,VMD-00113,49153.16,50054.13,50030.27,44859.29,148.00,45007.29,54083.49,68,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000151,VMD-00062,22644.35,23861.27,,15289.06,2651.50,17940.56,24650.79,98,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000170,VMD-00019,9181.82,9181.82,,5248.95,1684.73,6933.68,10169.98,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000175,VMD-00053,18813.85,18813.85,,10858.83,3143.30,14002.13,17834.59,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000182,VMD-00092,40715.66,40715.66,,31338.67,1175.33,32514.00,38083.68,0,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000189,VMD-00103,39832.91,39832.91,38949.31,35276.31,116.00,35392.31,39636.89,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000204,VMD-00050,18050.18,18362.34,,11062.90,3101.68,14164.58,19200.49,50,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000211,VMD-00112,39048.05,39402.67,39351.28,36734.14,112.00,36846.14,39223.82,41,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000235,VMD-00061,15820.45,15820.45,,9227.33,2189.00,11416.33,17411.89,0,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000237,VMD-00005,3907.27,3907.27,,2124.55,872.38,2996.93,3640.00,22,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000249,VMD-00088,37301.52,38614.41,,26940.12,2541.03,29481.15,,61,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000250,VMD-00117,38728.59,39398.36,,30135.79,1314.64,31450.43,39714.81,36,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000252,VMD-00050,16818.97,17722.83,,10167.69,2963.60,13131.29,18390.93,110,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000260,VMD-00089,47296.94,47296.94,47824.44,44416.28,39.00,44455.28,47979.15,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000275,VMD-00089,45752.18,46167.69,45319.18,41368.53,118.00,41486.53,50386.31,41,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000299,VMD-00089,41998.64,41998.64,,28228.15,2783.91,31012.06,39860.95,16,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000300,VMD-00007,2859.24,2959.88,,1593.53,734.32,2327.85,3129.44,77,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000315,VMD-00091,33797.99,34382.49,,23832.22,937.74,24769.96,33260.18,43,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000324,VMD-00064,26396.15,26396.15,,16338.23,2599.57,18937.80,,22,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000336,VMD-00063,23556.59,24822.54,,15717.52,2507.04,18224.56,24750.93,92,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000340,VMD-00079,26923.11,26923.11,,18863.35,1879.35,20742.70,27953.05,26,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000347,VMD-00009,4938.69,5024.10,,2848.73,1060.67,3909.40,5196.67,55,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000354,VMD-00080,23678.58,23678.58,,17559.43,1581.89,19141.32,22093.32,12,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000376,VMD-00062,24509.06,24509.06,,17402.21,1577.86,18980.07,23261.57,29,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000379,VMD-00115,49295.81,50148.33,,35468.91,1222.16,36691.07,54857.41,54,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000380,VMD-00070,22201.93,22983.36,,16612.40,1289.02,17901.42,24502.24,78,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000394,VMD-00103,38297.79,38999.79,38404.41,35346.73,92.00,35438.73,39542.32,88,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000402,VMD-00063,27461.19,27936.10,,17661.00,2147.69,19808.69,25441.13,47,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000411,VMD-00050,21006.72,21006.72,,13938.91,2533.50,16472.41,20855.39,14,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000427,VMD-00103,37907.71,38602.56,38753.23,35105.16,2.00,35107.16,35908.56,78,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000436,VMD-00104,38611.38,38962.04,38702.62,35164.31,30.00,35194.31,,33,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000437,VMD-00074,14802.12,14802.12,,9513.30,1861.57,11374.87,13456.21,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000463,VMD-00081,19503.27,19503.27,,12238.48,1911.42,14149.90,18125.32,16,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000469,VMD-00104,38416.69,38765.58,38405.60,35268.13,100.00,35368.13,,41,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000471,VMD-00111,40654.27,41399.46,40396.57,37625.73,94.00,37719.73,38973.04,61,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000472,VMD-00087,35007.66,35613.08,,26206.52,1406.38,27612.90,37335.76,51,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000476,VMD-00028,11540.30,11540.30,,6551.43,2023.37,8574.80,11305.35,9,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000480,VMD-00090,32639.08,33787.87,,24660.84,1199.55,25860.39,35445.60,65,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000483,VMD-00028,5283.66,5375.04,,3209.84,1154.56,4364.40,5194.26,51,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000486,VMD-00111,40052.70,40416.45,39861.11,35940.21,36.00,35976.21,37492.72,55,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000488,VMD-00089,44441.40,45256.01,45264.11,42072.36,97.00,42169.36,47549.99,82,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000490,VMD-00005,3607.97,3607.97,,1939.81,824.35,2764.16,3628.08,7,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000503,VMD-00104,41034.23,43239.44,,32592.09,1070.14,33662.23,42382.22,112,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000506,VMD-00027,11753.04,11753.04,,6475.20,2003.55,8478.75,,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000518,VMD-00113,57025.53,57025.53,,40392.95,1579.87,41972.82,60416.55,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000527,VMD-00063,21712.24,22087.73,,14795.40,623.34,15418.74,21262.44,38,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000533,VMD-00113,50221.28,51141.83,50004.18,46156.06,69.00,46225.06,50428.20,76,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000537,VMD-00050,19149.72,19149.72,,12108.75,1860.26,13969.01,18790.99,13,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000577,VMD-00112,41127.76,41501.27,40998.67,38046.07,130.00,38176.07,41137.88,58,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000582,VMD-00035,16015.54,16015.54,,9362.61,2754.28,12116.89,16296.29,15,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000585,VMD-00117,39981.04,39981.04,40042.10,36460.09,56.00,36516.09,37945.41,26,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000588,VMD-00105,38802.50,38802.50,38333.94,35526.09,84.00,35610.09,36662.15,13,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000589,VMD-00113,48743.47,48743.47,49466.02,44535.59,146.00,44681.59,49891.96,11,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000593,VMD-00065,13768.65,14006.77,,9963.47,1074.53,11038.00,13730.53,41,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000594,VMD-00050,21261.40,21261.40,,12189.87,3019.09,15208.96,21169.13,2,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000599,VMD-00087,38021.27,38366.57,37720.68,34617.44,54.00,34671.44,38106.75,42,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000611,VMD-00116,49091.86,49091.86,48730.67,44760.29,92.00,44852.29,49190.68,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000635,VMD-00063,21495.14,21866.88,,15157.17,1771.96,16929.13,23312.52,57,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000637,VMD-00104,38901.68,38901.68,38698.36,35869.78,81.00,35950.78,39481.70,1,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000648,VMD-00090,38442.57,38791.70,38185.84,35467.47,18.00,35485.47,41963.93,40,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000660,VMD-00104,38671.49,41493.01,,27279.21,1452.54,28731.75,37636.77,138,Over 120,4,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000662,VMD-00111,39557.57,39557.57,39515.25,36779.53,113.00,36892.53,39915.05,16,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000664,VMD-00104,39436.38,39794.53,38786.96,35232.52,141.00,35373.52,40690.66,51,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000670,VMD-00105,39210.98,39210.98,38744.04,35676.79,8.00,35684.79,40402.80,22,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000672,VMD-00089,35538.20,36152.80,,26675.82,1499.57,28175.39,32971.35,37,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000674,VMD-00090,36846.15,37521.54,37302.91,33685.01,42.00,33727.01,39260.06,65,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000681,VMD-00116,50155.57,50155.57,50273.31,45818.34,25.00,45843.34,48214.00,27,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000684,VMD-00036,15363.77,15629.47,,9089.17,1655.34,10744.51,15754.69,54,31-60,1,1,arpi_synthetic_generator
