sale_id,sale_date,delivery_date,dealership_id,vehicle_id,customer_id,salesperson_id,desk_manager_id,finance_manager_id,lead_source_id,sale_type,is_retail,unit_count,sale_price,msrp,original_asking_price,final_asking_price,acquisition_cost,reconditioning_cost,pack_amount,front_end_gross,back_end_gross,total_gross,trade_allowance,trade_acv,cash_down,amount_financed,days_in_inventory_at_sale,source_system
SLE-00000091,2025-07-24,2025-07-27,GSA-002,VEH-0000507,CUS-00002301,EMP-00022,EMP-00013,EMP-00017,,Used Retail,true,1,37677.71,,40054.40,38692.55,29291.13,1145.81,750.00,6490.77,1827.57,8318.34,14654.25,13623.28,3117.24,19906.22,78,arpi_synthetic_generator
SLE-00000092,2025-07-24,2025-07-24,GSA-003,VEH-0000569,CUS-00001533,EMP-00026,EMP-00024,EMP-00028,,Used Retail,true,1,10834.64,,11453.06,11258.36,7483.64,1986.54,495.00,869.46,1098.40,1967.86,2332.21,2128.78,1726.98,6775.45,43,arpi_synthetic_generator
SLE-00000093,2025-07-24,2025-07-25,GSA-001,VEH-0000684,CUS-00000732,EMP-00007,EMP-00001,EMP-00005,,Certified Retail,true,1,14720.11,,15629.47,15098.07,9089.17,1655.34,795.00,3180.60,1958.08,5138.68,0.00,0.00,4049.31,0.00,76,arpi_synthetic_generator
SLE-00000094,2025-07-24,2025-07-24,GSA-001,VEH-0000727,CUS-00002245,EMP-00004,EMP-00002,EMP-00005,,New Retail,true,1,37631.44,38525.10,39437.68,39082.74,35798.91,141.00,795.00,896.53,449.12,1345.65,12841.71,12940.02,3303.27,21486.46,30,arpi_synthetic_generator
SLE-00000095,2025-07-24,2025-07-24,GSA-001,VEH-0000814,CUS-00002067,EMP-00004,EMP-00002,EMP-00005,,Lease,true,1,25983.44,,28463.84,27012.18,19721.00,1796.04,795.00,3671.40,978.08,4649.48,0.00,0.00,701.99,25281.45,107,arpi_synthetic_generator
SLE-00000096,2025-07-25,2025-07-26,GSA-002,VEH-0000025,CUS-00001530,EMP-00018,EMP-00023,EMP-00017,,Used Retail,true,1,31372.22,,33299.02,32732.94,23583.45,476.90,750.00,6561.87,1744.19,8306.06,0.00,0.00,791.01,30581.21,36,arpi_synthetic_generator
SLE-00000097,2025-07-25,2025-07-25,GSA-002,VEH-0000385,CUS-00000978,EMP-00018,EMP-00013,EMP-00017,,New Retail,true,1,31521.19,32653.66,33047.30,32452.45,29563.51,102.00,750.00,1105.68,1046.75,2152.43,0.00,0.00,3248.81,28272.38,72,arpi_synthetic_generator
SLE-00000098,2025-07-25,2025-07-25,GSA-002,VEH-0000595,CUS-00001851,EMP-00015,EMP-00023,EMP-00017,,Used Retail,true,1,2915.18,,3069.15,3016.97,1644.15,747.48,750.00,-226.45,1617.68,1391.23,0.00,0.00,1469.06,1446.12,31,arpi_synthetic_generator
SLE-00000099,2025-07-25,2025-07-27,GSA-002,VEH-0000667,CUS-00002281,EMP-00022,EMP-00014,EMP-00017,,Used Retail,true,1,3175.68,,3318.32,3318.32,1897.98,813.47,750.00,-285.77,562.24,276.47,0.00,0.00,1765.02,1410.66,2,arpi_synthetic_generator
SLE-00000100,2025-07-25,2025-07-25,GSA-002,VEH-0000735,CUS-00000278,EMP-00018,EMP-00013,EMP-00017,,Certified Retail,true,1,34604.00,,36856.40,36229.84,27102.15,2638.21,750.00,4113.64,1302.50,5416.14,0.00,0.00,2395.25,32208.75,59,arpi_synthetic_generator
SLE-00000101,2025-07-26,2025-07-28,GSA-003,VEH-0000008,CUS-00001450,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,8430.87,,9103.64,8948.88,5602.20,1492.70,495.00,840.97,1075.74,1916.71,2831.70,2717.62,3949.94,0.00,40,arpi_synthetic_generator
SLE-00000102,2025-07-26,2025-07-27,GSA-003,VEH-0000572,CUS-00000610,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,19693.02,,20565.48,20565.48,15807.78,1122.83,495.00,2267.41,1823.90,4091.31,0.00,0.00,3493.08,16199.94,25,arpi_synthetic_generator
SLE-00000103,2025-07-26,2025-07-26,GSA-002,VEH-0000596,CUS-00001916,EMP-00022,EMP-00013,EMP-00017,,New Retail,true,1,31457.18,32050.24,32896.33,32600.26,29099.92,136.00,750.00,1471.26,1152.65,2623.91,0.00,0.00,1497.27,0.00,32,arpi_synthetic_generator
SLE-00000104,2025-07-26,2025-07-26,GSA-001,VEH-0000674,CUS-00000882,EMP-00012,EMP-00001,EMP-00005,,Lease,true,1,36345.29,37302.91,37521.54,36846.15,33685.01,42.00,795.00,1823.28,1328.48,3151.76,6773.34,5974.73,1410.40,28161.55,89,arpi_synthetic_generator
SLE-00000105,2025-07-26,2025-07-26,GSA-003,VEH-0000781,CUS-00002439,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,42710.51,,45325.44,44554.91,31255.20,1136.22,495.00,9824.09,1001.02,10825.11,0.00,0.00,5623.60,37086.91,39,arpi_synthetic_generator
SLE-00000106,2025-07-27,2025-07-28,GSA-003,VEH-0000361,,EMP-00025,EMP-00030,,,Wholesale,false,1,15360.31,,22385.44,22004.89,14284.86,1510.88,495.00,-930.43,0.00,-930.43,0.00,0.00,0.00,0.00,38,arpi_synthetic_generator
SLE-00000107,2025-07-28,2025-07-28,GSA-001,VEH-0000635,,EMP-00004,EMP-00002,,,Wholesale,false,1,16275.85,,21866.88,21123.41,15157.17,1771.96,795.00,-1448.28,0.00,-1448.28,0.00,0.00,0.00,0.00,83,arpi_synthetic_generator
SLE-00000108,2025-07-28,2025-07-28,GSA-001,VEH-0000662,CUS-00002302,EMP-00006,EMP-00008,EMP-00005,,New Retail,true,1,36234.56,39515.25,39557.57,39201.55,36779.53,113.00,795.00,-1452.97,2007.75,554.78,13001.17,11962.26,1802.90,21430.49,42,arpi_synthetic_generator
SLE-00000109,2025-07-29,2025-07-29,GSA-003,VEH-0000161,CUS-00001037,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,38933.41,,40775.04,40081.86,29914.95,1366.97,495.00,7156.49,619.59,7776.08,0.00,0.00,3263.40,35670.01,33,arpi_synthetic_generator
SLE-00000110,2025-07-29,2025-07-31,GSA-001,VEH-0000189,CUS-00002158,EMP-00006,EMP-00001,EMP-00005,,Lease,true,1,37959.46,38949.31,39832.91,39474.41,35276.31,116.00,795.00,1772.15,2119.66,3891.81,10224.70,8904.99,4210.79,23523.97,33,arpi_synthetic_generator
SLE-00000111,2025-07-30,2025-07-30,GSA-001,VEH-0000376,CUS-00001900,EMP-00010,EMP-00002,,,Used Retail,true,1,23466.44,,24509.06,24092.41,17402.21,1577.86,795.00,3691.37,588.40,4279.77,8967.33,8586.75,974.29,13524.82,57,arpi_synthetic_generator
SLE-00000112,2025-07-30,2025-08-01,GSA-003,VEH-0000754,CUS-00000703,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,36947.82,,39303.32,37967.01,26048.45,2534.74,495.00,7869.63,1181.43,9051.06,13517.61,12916.55,2930.75,20499.46,76,arpi_synthetic_generator
SLE-00000113,2025-07-30,2025-07-30,GSA-003,VEH-0000806,,EMP-00027,EMP-00030,,,Wholesale,false,1,27686.08,,38248.79,36298.10,29637.54,1131.06,495.00,-3577.52,0.00,-3577.52,0.00,0.00,0.00,0.00,112,arpi_synthetic_generator
SLE-00000114,2025-07-31,2025-07-31,GSA-001,VEH-0000170,,EMP-00010,EMP-00002,,,Dealer Trade,false,1,7228.44,,9181.82,9025.73,5248.95,1684.73,795.00,-500.24,0.00,-500.24,0.00,0.00,0.00,0.00,35,arpi_synthetic_generator
SLE-00000115,2025-07-31,2025-08-01,GSA-001,VEH-0000300,CUS-00001029,EMP-00003,EMP-00001,,,Used Retail,true,1,2680.96,,2959.88,2808.93,1593.53,734.32,795.00,-441.89,615.10,173.21,753.46,704.03,1345.16,582.34,106,arpi_synthetic_generator
SLE-00000116,2025-07-31,2025-08-01,GSA-001,VEH-0000488,CUS-00000159,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,42175.79,45264.11,45256.01,44034.10,42072.36,97.00,795.00,-788.57,1068.09,279.52,0.00,0.00,1464.09,40711.70,111,arpi_synthetic_generator
SLE-00000117,2025-08-01,2025-08-01,GSA-002,VEH-0000178,CUS-00001129,EMP-00018,EMP-00014,EMP-00017,,Lease,true,1,39861.28,40563.31,41053.36,40683.88,37404.73,97.00,750.00,1609.55,641.02,2250.57,0.00,0.00,1348.90,38512.38,35,arpi_synthetic_generator
SLE-00000118,2025-08-01,2025-08-03,GSA-001,VEH-0000611,CUS-00001662,EMP-00006,EMP-00008,EMP-00005,,New Retail,true,1,47079.44,48730.67,49091.86,48650.03,44760.29,92.00,795.00,1432.15,1514.86,2947.01,0.00,0.00,1783.38,0.00,35,arpi_synthetic_generator
SLE-00000119,2025-08-01,2025-08-01,GSA-001,VEH-0000756,CUS-00000216,EMP-00010,EMP-00008,EMP-00005,,Used Retail,true,1,35929.41,,37728.59,37728.59,28243.40,1115.11,795.00,5775.90,1057.97,6833.87,4330.22,4105.87,4893.37,0.00,22,arpi_synthetic_generator
SLE-00000120,2025-08-01,2025-08-03,GSA-003,VEH-0000837,,EMP-00029,EMP-00024,,,Dealer Trade,false,1,26719.99,,30378.99,29346.10,23511.00,1293.56,495.00,1420.43,0.00,1420.43,0.00,0.00,0.00,0.00,86,arpi_synthetic_generator
SLE-00000121,2025-08-02,2025-08-02,GSA-002,VEH-0000135,CUS-00000838,EMP-00018,EMP-00014,EMP-00017,,Used Retail,true,1,18365.82,,21347.36,19532.83,13310.83,2268.25,750.00,2036.74,1197.10,3233.84,3396.71,3225.50,3400.27,11568.84,171,arpi_synthetic_generator
SLE-00000122,2025-08-02,2025-08-02,GSA-001,VEH-0000270,CUS-00001025,EMP-00012,EMP-00008,EMP-00005,,Used Retail,true,1,8185.35,,8282.07,8282.07,4625.68,1522.68,795.00,1241.99,531.70,1773.69,0.00,0.00,7896.65,0.00,23,arpi_synthetic_generator
SLE-00000123,2025-08-02,2025-08-05,GSA-002,VEH-0000353,CUS-00000566,EMP-00018,EMP-00013,EMP-00017,,New Retail,true,1,27506.38,29644.40,29496.53,29496.53,26667.24,131.00,750.00,-41.86,733.35,691.49,5577.41,5249.21,2344.73,19584.24,27,arpi_synthetic_generator
SLE-00000124,2025-08-02,2025-08-03,GSA-001,VEH-0000425,CUS-00001844,EMP-00004,EMP-00001,EMP-00005,,Used Retail,true,1,18053.73,,18478.58,18478.58,13197.87,712.95,795.00,3347.91,242.72,3590.63,0.00,0.00,3065.16,14988.57,25,arpi_synthetic_generator
SLE-00000125,2025-08-02,2025-08-02,GSA-002,VEH-0000452,CUS-00000676,EMP-00022,EMP-00023,EMP-00017,,New Retail,true,1,22050.70,24428.32,24510.23,23627.86,22577.31,110.00,750.00,-1386.61,1283.99,-102.62,4931.48,4740.13,3998.75,13120.47,129,arpi_synthetic_generator
SLE-00000126,2025-08-02,2025-08-02,GSA-002,VEH-0000468,CUS-00000372,EMP-00022,EMP-00023,EMP-00017,,Lease,true,1,30836.60,31673.97,31919.38,31344.83,29405.35,153.00,750.00,528.25,1409.91,1938.16,0.00,0.00,1496.92,29339.68,87,arpi_synthetic_generator
SLE-00000127,2025-08-02,2025-08-02,GSA-001,VEH-0000469,CUS-00001838,EMP-00003,EMP-00008,,,Lease,true,1,37156.81,38405.60,38765.58,38067.80,35268.13,100.00,795.00,993.68,448.33,1442.01,10699.69,10497.50,2174.67,24282.45,72,arpi_synthetic_generator
SLE-00000128,2025-08-02,2025-08-02,GSA-002,VEH-0000765,CUS-00002194,EMP-00022,EMP-00014,EMP-00017,,Used Retail,true,1,3673.53,,3931.75,3864.91,2091.27,863.73,750.00,-31.47,1384.06,1352.59,0.00,0.00,3648.51,25.02,38,arpi_synthetic_generator
SLE-00000129,2025-08-02,2025-08-02,GSA-001,VEH-0000842,CUS-00001070,EMP-00003,EMP-00002,EMP-00005,,Certified Retail,true,1,41862.56,,44652.58,43893.49,28528.25,1780.52,795.00,10758.79,2467.85,13226.64,0.00,0.00,5967.94,35894.62,33,arpi_synthetic_generator
SLE-00000130,2025-08-04,2025-08-04,GSA-003,VEH-0000426,CUS-00001639,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,9930.81,,10524.32,10166.49,6269.60,1687.12,495.00,1479.09,1240.97,2720.06,0.00,0.00,6891.35,3039.46,88,arpi_synthetic_generator
SLE-00000131,2025-08-04,2025-08-04,GSA-001,VEH-0000471,CUS-00002016,EMP-00010,EMP-00001,EMP-00005,,New Retail,true,1,39101.71,40396.57,41399.46,40281.67,37625.73,94.00,795.00,586.98,1659.44,2246.42,0.00,0.00,3917.56,35184.15,94,arpi_synthetic_generator
SLE-00000132,2025-08-04,2025-08-05,GSA-003,VEH-0000492,CUS-00002368,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,13293.78,,14339.17,13607.87,8224.99,2458.50,495.00,2115.29,1805.31,3920.60,2924.48,2484.91,1974.31,8394.99,108,arpi_synthetic_generator
SLE-00000133,2025-08-04,2025-08-09,GSA-002,VEH-0000610,CUS-00000900,EMP-00015,EMP-00023,EMP-00017,,Used Retail,true,1,7324.79,,7882.91,7748.90,4556.91,1504.80,750.00,513.08,1098.83,1611.91,0.00,0.00,7324.79,0.00,52,arpi_synthetic_generator
SLE-00000134,2025-08-04,2025-08-04,GSA-001,VEH-0000670,CUS-00001339,EMP-00012,EMP-00002,EMP-00005,,New Retail,true,1,38023.62,38744.04,39210.98,38858.08,35676.79,8.00,795.00,1543.83,1678.20,3222.03,0.00,0.00,5005.82,33017.80,55,arpi_synthetic_generator
SLE-00000135,2025-08-05,2025-08-08,GSA-001,VEH-0000016,,EMP-00006,EMP-00008,,,Dealer Trade,false,1,41034.27,40267.60,40169.75,38723.64,37501.22,143.00,795.00,2595.05,0.00,2595.05,0.00,0.00,0.00,0.00,143,arpi_synthetic_generator
SLE-00000136,2025-08-05,2025-08-05,GSA-003,VEH-0000158,,EMP-00027,EMP-00030,,,Wholesale,false,1,30027.17,,40684.49,39992.85,27445.80,1845.34,495.00,241.03,0.00,241.03,0.00,0.00,0.00,0.00,57,arpi_synthetic_generator
SLE-00000137,2025-08-05,2025-08-07,GSA-001,VEH-0000211,CUS-00002083,EMP-00003,EMP-00001,EMP-00005,,New Retail,true,1,36056.85,39351.28,39402.67,38693.42,36734.14,112.00,795.00,-1584.29,1113.48,-470.81,0.00,0.00,1385.12,34671.73,75,arpi_synthetic_generator
SLE-00000138,2025-08-05,2025-08-06,GSA-002,VEH-0000267,CUS-00002493,EMP-00016,EMP-00014,EMP-00017,,Used Retail,true,1,17284.69,,19147.91,18171.37,11673.68,3107.25,750.00,1753.76,1338.14,3091.90,0.00,0.00,6121.37,0.00,113,arpi_synthetic_generator
SLE-00000139,2025-08-05,2025-08-05,GSA-001,VEH-0000394,CUS-00000049,EMP-00007,EMP-00008,EMP-00005,,Lease,true,1,35573.07,38404.41,38999.79,37595.80,35346.73,92.00,795.00,-660.66,1924.79,1264.13,14001.00,11367.45,2419.49,19152.58,122,arpi_synthetic_generator
SLE-00000140,2025-08-05,2025-08-07,GSA-001,VEH-0000617,CUS-00000263,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,35141.96,36964.16,37022.93,37022.93,33768.13,67.00,795.00,511.83,2257.79,2769.62,10229.11,9004.18,4967.77,19945.08,15,arpi_synthetic_generator
SLE-00000141,2025-08-05,2025-08-05,GSA-002,VEH-0000626,CUS-00002348,EMP-00018,EMP-00014,,,Lease,true,1,36671.24,39653.02,40150.03,39427.33,36479.47,117.00,750.00,-675.23,692.65,17.42,0.00,0.00,2587.63,34083.61,63,arpi_synthetic_generator
SLE-00000142,2025-08-05,2025-08-05,GSA-003,VEH-0000776,CUS-00000696,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,37651.21,,38236.16,38236.16,27988.42,2479.90,495.00,6687.89,686.79,7374.68,0.00,0.00,3062.95,34588.26,28,arpi_synthetic_generator
SLE-00000143,2025-08-06,2025-08-08,GSA-001,VEH-0000500,CUS-00000409,EMP-00006,EMP-00002,EMP-00005,,Certified Retail,true,1,33094.86,,34336.37,34336.37,25833.49,2212.55,795.00,4253.82,1936.53,6190.35,6312.86,5895.68,2928.95,0.00,28,arpi_synthetic_generator
SLE-00000144,2025-08-07,2025-08-12,GSA-002,VEH-0000209,CUS-00002147,EMP-00018,EMP-00023,EMP-00017,,Certified Retail,true,1,9673.62,,10205.00,10031.52,5804.33,1829.13,750.00,1290.16,335.16,1625.32,0.00,0.00,2885.75,6787.87,50,arpi_synthetic_generator
SLE-00000145,2025-08-07,2025-08-09,GSA-003,VEH-0000414,,EMP-00025,EMP-00024,,,Wholesale,false,1,23015.30,,29930.73,29421.91,23360.80,1125.36,495.00,-1965.86,0.00,-1965.86,0.00,0.00,0.00,0.00,47,arpi_synthetic_generator
SLE-00000146,2025-08-07,2025-08-07,GSA-003,VEH-0000460,CUS-00001420,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,14359.12,,14933.85,14679.97,9587.77,2005.82,495.00,2270.53,373.33,2643.86,0.00,0.00,1424.22,12934.90,33,arpi_synthetic_generator
SLE-00000147,2025-08-07,2025-08-07,GSA-003,VEH-0000523,,EMP-00029,EMP-00030,,,Wholesale,false,1,3231.64,,4950.66,4950.66,2562.88,986.35,495.00,-812.59,0.00,-812.59,0.00,0.00,0.00,0.00,29,arpi_synthetic_generator
SLE-00000148,2025-08-08,2025-08-09,GSA-001,VEH-0000113,CUS-00000664,EMP-00012,EMP-00001,EMP-00005,,New Retail,true,1,47100.91,49971.68,50548.45,50093.51,45650.68,156.00,795.00,499.23,2033.83,2533.06,16147.49,15595.11,5112.65,25840.77,31,arpi_synthetic_generator
SLE-00000149,2025-08-08,2025-08-10,GSA-003,VEH-0000201,CUS-00001167,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,18155.69,,19465.91,19134.99,13044.29,1815.56,495.00,2800.84,1093.30,3894.14,6446.98,5902.09,1241.14,10467.57,39,arpi_synthetic_generator
SLE-00000150,2025-08-08,2025-08-08,GSA-002,VEH-0000231,CUS-00000279,EMP-00022,EMP-00023,EMP-00017,,Used Retail,true,1,9061.22,,9900.97,9564.34,5959.33,1869.43,750.00,482.46,972.15,1454.61,0.00,0.00,1952.93,7108.29,62,arpi_synthetic_generator
SLE-00000151,2025-08-08,2025-08-08,GSA-003,VEH-0000330,CUS-00002217,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,11446.51,,12289.12,12080.20,8196.08,1862.94,495.00,892.49,987.62,1880.11,3048.24,2555.46,2762.01,5636.26,56,arpi_synthetic_generator
SLE-00000152,2025-08-08,2025-08-08,GSA-003,VEH-0000356,CUS-00001655,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,16994.33,,17823.74,17823.74,12090.38,1172.87,495.00,3236.08,1332.90,4568.98,0.00,0.00,913.26,16081.07,11,arpi_synthetic_generator
SLE-00000153,2025-08-08,2025-08-08,GSA-001,VEH-0000811,CUS-00002067,EMP-00007,EMP-00008,EMP-00005,,Lease,true,1,34314.95,36916.13,37425.20,36077.89,34083.89,35.00,795.00,-598.94,1252.35,653.41,0.00,0.00,809.79,33505.16,148,arpi_synthetic_generator
SLE-00000154,2025-08-08,2025-08-10,GSA-002,VEH-0000838,CUS-00001954,EMP-00015,EMP-00023,EMP-00017,,Certified Retail,true,1,22878.03,,23828.81,23423.72,17976.27,1068.91,750.00,3082.85,1286.74,4369.59,0.00,0.00,925.82,21952.21,32,arpi_synthetic_generator
SLE-00000155,2025-08-08,2025-08-13,GSA-003,VEH-0000867,CUS-00001624,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,30721.33,,32983.29,32422.57,25129.64,1855.06,495.00,3241.63,621.51,3863.14,0.00,0.00,3436.76,27284.57,46,arpi_synthetic_generator
SLE-00000156,2025-08-09,2025-08-09,GSA-003,VEH-0000145,CUS-00000606,EMP-00027,EMP-00030,EMP-00028,,Used Retail,true,1,5242.30,,5413.13,5413.13,2942.71,1085.10,495.00,719.49,773.08,1492.57,1183.56,1114.00,2360.76,1697.98,28,arpi_synthetic_generator
SLE-00000157,2025-08-09,2025-08-10,GSA-002,VEH-0000184,,EMP-00018,EMP-00023,,,Dealer Trade,false,1,20481.03,,31066.63,30538.50,20155.67,1547.62,750.00,-1972.26,0.00,-1972.26,0.00,0.00,0.00,0.00,54,arpi_synthetic_generator
SLE-00000158,2025-08-09,2025-08-10,GSA-003,VEH-0000197,CUS-00001109,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,9002.87,,9569.26,9243.91,6871.39,1053.24,495.00,583.24,824.85,1408.09,3273.95,2767.56,2945.80,2783.12,68,arpi_synthetic_generator
SLE-00000159,2025-08-09,2025-08-12,GSA-003,VEH-0000219,CUS-00001791,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,16872.26,,18284.15,17662.49,11724.49,2805.57,495.00,1847.20,1601.39,3448.59,2468.89,2297.93,1190.89,13212.48,86,arpi_synthetic_generator
SLE-00000160,2025-08-09,2025-08-12,GSA-001,VEH-0000235,CUS-00002036,EMP-00003,EMP-00001,EMP-00005,,Used Retail,true,1,14872.36,,15820.45,15551.50,9227.33,2189.00,795.00,2661.03,939.31,3600.34,3788.59,3358.61,6002.33,5081.44,38,arpi_synthetic_generator
SLE-00000161,2025-08-09,2025-08-09,GSA-002,VEH-0000301,CUS-00000993,EMP-00022,EMP-00013,,,Certified Retail,true,1,27035.76,,27767.87,27767.87,19539.61,2096.55,750.00,4649.60,811.28,5460.88,0.00,0.00,2656.34,24379.42,16,arpi_synthetic_generator
SLE-00000162,2025-08-09,2025-08-09,GSA-002,VEH-0000416,CUS-00002266,EMP-00022,EMP-00023,EMP-00017,,Lease,true,1,37528.21,39144.69,40058.13,39337.08,35371.57,158.00,750.00,1248.64,1467.33,2715.97,0.00,0.00,3842.22,33685.99,82,arpi_synthetic_generator
SLE-00000163,2025-08-09,2025-08-10,GSA-001,VEH-0000771,CUS-00002011,EMP-00012,EMP-00001,EMP-00005,,New Retail,true,1,38664.90,38777.31,39687.49,39330.30,36093.49,94.00,795.00,1682.41,939.76,2622.17,0.00,0.00,2350.93,36313.97,36,arpi_synthetic_generator
SLE-00000164,2025-08-11,2025-08-11,GSA-002,VEH-0000278,,EMP-00015,EMP-00023,,,Wholesale,false,1,37919.57,,60569.50,60569.50,41492.55,1206.26,750.00,-5529.24,0.00,-5529.24,0.00,0.00,0.00,0.00,17,arpi_synthetic_generator
SLE-00000165,2025-08-11,2025-08-11,GSA-002,VEH-0000627,CUS-00001019,EMP-00022,EMP-00023,EMP-00017,,Used Retail,true,1,16392.39,,17321.13,17026.67,12409.39,1207.81,750.00,2025.19,1607.82,3633.01,0.00,0.00,4125.10,12267.29,33,arpi_synthetic_generator
SLE-00000166,2025-08-11,2025-08-11,GSA-001,VEH-0000657,,EMP-00003,EMP-00002,,,Wholesale,false,1,5774.45,,8295.39,8295.39,4505.51,1491.43,795.00,-1017.49,0.00,-1017.49,0.00,0.00,0.00,0.00,7,arpi_synthetic_generator
SLE-00000167,2025-08-11,2025-08-11,GSA-001,VEH-0000669,CUS-00002460,EMP-00003,EMP-00008,EMP-00005,,Certified Retail,true,1,24885.76,,26142.94,25698.51,16911.47,2602.66,795.00,4576.63,1497.47,6074.10,0.00,0.00,3993.44,20892.32,31,arpi_synthetic_generator
SLE-00000168,2025-08-11,2025-08-11,GSA-002,VEH-0000820,CUS-00001651,EMP-00022,EMP-00023,,,New Retail,true,1,37307.25,39050.61,39219.46,38866.48,35295.00,94.00,750.00,1168.25,943.60,2111.85,10658.24,10065.27,2435.60,24213.41,37,arpi_synthetic_generator
SLE-00000169,2025-08-11,2025-08-13,GSA-001,VEH-0000845,CUS-00000532,EMP-00006,EMP-00002,EMP-00005,,Used Retail,true,1,34992.37,,38341.88,36386.44,24529.67,2233.07,795.00,7434.63,1418.64,8853.27,0.00,0.00,6952.13,28040.24,117,arpi_synthetic_generator
SLE-00000170,2025-08-12,2025-08-14,GSA-003,VEH-0000092,CUS-00000729,EMP-00027,EMP-00030,EMP-00028,,Used Retail,true,1,12495.87,,14266.04,13295.95,8219.18,2456.99,495.00,1324.70,929.15,2253.85,0.00,0.00,4342.87,8153.00,131,arpi_synthetic_generator
SLE-00000171,2025-08-12,2025-08-12,GSA-002,VEH-0000098,CUS-00001459,EMP-00022,EMP-00013,EMP-00017,,New Retail,true,1,36771.68,38919.39,38846.03,38846.03,35649.77,112.00,750.00,259.91,396.48,656.39,0.00,0.00,3821.10,32950.58,27,arpi_synthetic_generator
SLE-00000172,2025-08-12,2025-08-12,GSA-003,VEH-0000265,,EMP-00029,EMP-00030,,,Wholesale,false,1,6547.08,,8833.24,8532.91,5456.84,1738.78,495.00,-1143.54,0.00,-1143.54,0.00,0.00,0.00,0.00,68,arpi_synthetic_generator
SLE-00000173,2025-08-12,2025-08-12,GSA-001,VEH-0000286,CUS-00001952,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,44781.81,47810.82,47245.31,47245.31,44456.32,24.00,795.00,-493.51,512.12,18.61,0.00,0.00,1485.27,0.00,14,arpi_synthetic_generator
SLE-00000174,2025-08-12,2025-08-12,GSA-002,VEH-0000338,CUS-00001661,EMP-00018,EMP-00013,EMP-00017,,Lease,true,1,22807.51,24756.78,24763.84,24318.09,22609.43,68.00,750.00,-619.92,905.19,285.27,0.00,0.00,1375.95,21431.56,84,arpi_synthetic_generator
SLE-00000175,2025-08-12,2025-08-13,GSA-002,VEH-0000505,CUS-00001989,EMP-00018,EMP-00014,EMP-00017,,Used Retail,true,1,14606.03,,15730.78,15730.78,9700.25,2842.07,750.00,1313.71,936.54,2250.25,0.00,0.00,3317.79,11288.24,27,arpi_synthetic_generator
SLE-00000176,2025-08-12,2025-08-12,GSA-001,VEH-0000864,,EMP-00003,EMP-00008,,,Wholesale,false,1,4126.42,,6189.64,5979.19,3425.11,1210.53,795.00,-1304.22,0.00,-1304.22,0.00,0.00,0.00,0.00,60,arpi_synthetic_generator
SLE-00000177,2025-08-13,2025-08-13,GSA-002,VEH-0000156,CUS-00000646,EMP-00022,EMP-00014,EMP-00017,,New Retail,true,1,40501.61,41499.41,40935.72,40935.72,38110.11,26.00,750.00,1615.50,807.61,2423.11,10847.17,10255.33,2654.00,27000.44,29,arpi_synthetic_generator
SLE-00000178,2025-08-13,2025-08-14,GSA-003,VEH-0000200,CUS-00002017,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,8503.24,,8820.58,8820.58,4862.46,1584.24,495.00,1561.54,654.77,2216.31,0.00,0.00,2383.81,6119.43,8,arpi_synthetic_generator
SLE-00000179,2025-08-13,2025-08-14,GSA-001,VEH-0000275,CUS-00000834,EMP-00010,EMP-00002,EMP-00005,,New Retail,true,1,43498.43,45319.18,46167.69,45336.67,41368.53,118.00,795.00,1216.90,2503.78,3720.68,0.00,0.00,4687.78,38810.65,83,arpi_synthetic_generator
SLE-00000180,2025-08-13,2025-08-13,GSA-001,VEH-0000299,CUS-00000637,EMP-00007,EMP-00008,EMP-00005,,Certified Retail,true,1,39045.82,,41998.64,41284.66,28228.15,2783.91,795.00,7238.76,545.60,7784.36,0.00,0.00,2696.56,36349.26,58,arpi_synthetic_generator
SLE-00000181,2025-08-13,2025-08-16,GSA-003,VEH-0000854,CUS-00000405,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,4372.98,,4608.31,4529.97,2535.79,979.31,495.00,362.88,571.58,934.46,0.00,0.00,3075.93,1297.05,44,arpi_synthetic_generator
