appointment_id,created_date,scheduled_date,show_date,dealership_id,lead_id,customer_id,salesperson_id,bdc_employee_id,vehicle_model_id,sale_id,appointment_count,is_confirmed,is_cancelled_in_advance,is_shown,is_test_drive,is_write_up,is_sold,minutes_early_or_late,source_system
APT-00000145,2025-07-15,2025-07-16,,GSA-002,LED-000000413,CUS-00000831,EMP-00018,EMP-00019,VMD-00022,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000146,2025-07-15,2025-07-16,2025-07-16,GSA-002,LED-000000421,CUS-00001995,EMP-00013,EMP-00019,VMD-00032,SLE-00000198,1,false,false,true,true,true,true,21,arpi_synthetic_generator
APT-00000147,2025-07-15,2025-07-15,2025-07-15,GSA-003,LED-000000434,CUS-00001109,EMP-00025,,VMD-00045,SLE-00000158,1,true,false,true,true,true,true,10,arpi_synthetic_generator
APT-00000148,2025-07-15,2025-07-19,,GSA-003,LED-000000438,CUS-00000441,EMP-00026,,VMD-00090,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000149,2025-07-15,2025-07-16,,GSA-001,LED-000000463,CUS-00001572,EMP-00006,EMP-00011,VMD-00058,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000150,2025-07-15,2025-07-16,2025-07-16,GSA-003,LED-000000467,CUS-00000155,EMP-00029,,VMD-00083,SLE-00000213,1,true,false,true,false,true,true,-16,arpi_synthetic_generator
APT-00000151,2025-07-16,2025-07-16,2025-07-16,GSA-003,LED-000000315,CUS-00000621,EMP-00025,,VMD-00053,,1,true,false,true,false,true,false,11,arpi_synthetic_generator
APT-00000152,2025-07-16,2025-07-22,,GSA-001,LED-000000380,CUS-00002256,EMP-00007,EMP-00011,VMD-00062,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000153,2025-07-16,2025-07-16,,GSA-001,LED-000000423,CUS-00002426,EMP-00002,EMP-00011,VMD-00113,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000154,2025-07-16,2025-07-16,,GSA-003,LED-000000428,CUS-00000753,EMP-00027,,VMD-00007,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000155,2025-07-16,2025-07-16,,GSA-003,LED-000000428,CUS-00000753,EMP-00030,,VMD-00007,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000156,2025-07-16,2025-07-16,2025-07-16,GSA-003,LED-000000428,CUS-00000753,EMP-00030,,VMD-00007,SLE-00000055,1,true,false,true,true,true,true,29,arpi_synthetic_generator
APT-00000157,2025-07-16,2025-07-17,,GSA-003,LED-000000453,CUS-00001116,EMP-00024,,VMD-00092,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000158,2025-07-16,2025-07-19,,GSA-002,LED-000000456,CUS-00002381,EMP-00022,EMP-00019,VMD-00076,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000159,2025-07-16,2025-07-17,2025-07-17,GSA-003,LED-000000461,,EMP-00024,,VMD-00086,,1,true,false,true,true,false,false,19,arpi_synthetic_generator
APT-00000160,2025-07-16,2025-07-19,2025-07-19,GSA-002,LED-000000466,CUS-00001039,EMP-00013,EMP-00019,VMD-00109,SLE-00000469,1,true,false,true,true,true,true,17,arpi_synthetic_generator
APT-00000161,2025-07-16,2025-07-17,2025-07-17,GSA-001,LED-000000479,CUS-00000867,EMP-00003,EMP-00011,VMD-00105,SLE-00000199,1,true,false,true,false,true,true,9,arpi_synthetic_generator
APT-00000162,2025-07-16,2025-07-17,,GSA-001,LED-000000485,CUS-00001758,EMP-00010,EMP-00011,VMD-00117,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000163,2025-07-17,2025-07-18,,GSA-003,LED-000000222,CUS-00001750,EMP-00024,,VMD-00044,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000164,2025-07-17,2025-07-19,2025-07-19,GSA-002,LED-000000357,CUS-00001811,EMP-00015,EMP-00019,VMD-00075,,1,true,false,true,false,false,false,-3,arpi_synthetic_generator
APT-00000165,2025-07-17,2025-07-17,,GSA-001,LED-000000419,CUS-00000949,EMP-00004,EMP-00011,VMD-00087,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000166,2025-07-17,2025-07-17,,GSA-002,LED-000000425,,EMP-00022,EMP-00019,,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000167,2025-07-17,2025-07-17,,GSA-002,LED-000000440,CUS-00000663,EMP-00015,EMP-00019,VMD-00003,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000168,2025-07-17,2025-07-20,2025-07-20,GSA-002,LED-000000457,CUS-00000263,EMP-00016,EMP-00019,VMD-00069,,1,true,false,true,true,false,false,-11,arpi_synthetic_generator
APT-00000169,2025-07-17,2025-07-18,,GSA-001,LED-000000511,CUS-00002302,EMP-00012,EMP-00011,VMD-00111,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000170,2025-07-17,2025-07-18,,GSA-003,LED-000000538,CUS-00001631,EMP-00026,,VMD-00034,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000171,2025-07-18,2025-07-20,,GSA-002,LED-000000291,CUS-00000151,EMP-00015,EMP-00019,VMD-00055,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000172,2025-07-18,2025-07-19,,GSA-002,LED-000000306,CUS-00000033,EMP-00022,EMP-00019,VMD-00091,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000173,2025-07-18,2025-07-19,2025-07-19,GSA-003,LED-000000307,CUS-00001181,EMP-00025,,VMD-00103,SLE-00000225,1,true,false,true,false,true,true,16,arpi_synthetic_generator
APT-00000174,2025-07-18,2025-07-20,2025-07-20,GSA-001,LED-000000398,CUS-00000998,EMP-00006,EMP-00011,,,1,true,false,true,false,false,false,-6,arpi_synthetic_generator
APT-00000175,2025-07-18,2025-07-18,2025-07-18,GSA-001,LED-000000424,CUS-00001117,EMP-00003,EMP-00011,VMD-00103,SLE-00000377,1,true,false,true,true,true,true,33,arpi_synthetic_generator
APT-00000176,2025-07-18,2025-07-18,2025-07-18,GSA-002,LED-000000440,CUS-00000663,EMP-00016,EMP-00019,VMD-00003,,1,true,false,true,true,true,false,-10,arpi_synthetic_generator
APT-00000177,2025-07-18,2025-07-20,,GSA-002,LED-000000458,CUS-00000278,EMP-00016,EMP-00019,VMD-00023,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000178,2025-07-18,2025-07-19,2025-07-19,GSA-001,LED-000000512,CUS-00000049,EMP-00006,EMP-00011,VMD-00103,SLE-00000139,1,true,false,true,true,true,true,7,arpi_synthetic_generator
APT-00000179,2025-07-18,2025-07-18,,GSA-002,LED-000000516,CUS-00000249,EMP-00013,EMP-00019,VMD-00038,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000180,2025-07-18,2025-07-18,2025-07-18,GSA-002,LED-000000527,CUS-00000508,EMP-00016,EMP-00019,VMD-00110,SLE-00000062,1,true,false,true,true,true,true,-3,arpi_synthetic_generator
APT-00000181,2025-07-18,2025-07-18,,GSA-003,LED-000000534,CUS-00001016,EMP-00025,,VMD-00106,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000182,2025-07-18,2025-07-21,,GSA-003,LED-000000536,CUS-00001450,EMP-00030,,VMD-00019,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000183,2025-07-18,2025-07-20,,GSA-002,LED-000000550,,EMP-00013,EMP-00019,VMD-00033,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000184,2025-07-18,2025-07-19,2025-07-19,GSA-002,LED-000000563,CUS-00000838,EMP-00013,EMP-00019,VMD-00056,SLE-00000121,1,true,false,true,true,true,true,19,arpi_synthetic_generator
APT-00000185,2025-07-18,2025-07-20,,GSA-002,LED-000000569,CUS-00002287,EMP-00013,EMP-00019,VMD-00024,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000186,2025-07-19,2025-07-19,2025-07-19,GSA-001,LED-000000415,CUS-00000216,EMP-00006,EMP-00011,VMD-00104,SLE-00000119,1,true,false,true,true,true,true,0,arpi_synthetic_generator
APT-00000187,2025-07-19,2025-07-19,2025-07-19,GSA-001,LED-000000419,CUS-00000949,EMP-00010,EMP-00011,VMD-00087,SLE-00000069,1,true,false,true,true,true,true,16,arpi_synthetic_generator
APT-00000188,2025-07-19,2025-07-25,2025-07-25,GSA-001,LED-000000511,CUS-00002302,EMP-00006,EMP-00011,VMD-00111,SLE-00000108,1,true,false,true,false,true,true,20,arpi_synthetic_generator
APT-00000189,2025-07-19,2025-07-21,,GSA-003,LED-000000534,CUS-00001016,EMP-00026,,VMD-00106,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000190,2025-07-19,2025-07-20,,GSA-002,LED-000000562,CUS-00000278,EMP-00018,EMP-00019,VMD-00107,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000191,2025-07-19,2025-07-21,2025-07-21,GSA-001,LED-000000568,CUS-00001844,EMP-00012,EMP-00011,VMD-00081,SLE-00000124,1,true,false,true,false,true,true,21,arpi_synthetic_generator
APT-00000192,2025-07-19,2025-07-20,,GSA-001,LED-000000571,CUS-00001649,EMP-00006,EMP-00011,VMD-00024,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000193,2025-07-19,2025-07-22,,GSA-002,LED-000000586,CUS-00002457,EMP-00022,EMP-00019,VMD-00118,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000194,2025-07-19,2025-07-19,,GSA-002,LED-000000599,CUS-00002333,EMP-00013,EMP-00019,VMD-00073,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000195,2025-07-19,2025-07-21,2025-07-21,GSA-001,LED-000000603,CUS-00000590,EMP-00006,EMP-00011,VMD-00090,SLE-00000279,1,true,false,true,false,true,true,-2,arpi_synthetic_generator
APT-00000196,2025-07-19,2025-07-20,,GSA-003,LED-000000604,CUS-00000507,EMP-00025,,VMD-00040,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000197,2025-07-19,2025-07-20,,GSA-002,LED-000000608,CUS-00000951,EMP-00016,EMP-00019,,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000198,2025-07-20,2025-07-21,,GSA-002,LED-000000326,CUS-00000271,EMP-00016,EMP-00019,VMD-00119,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000199,2025-07-20,2025-07-29,2025-07-29,GSA-001,LED-000000369,CUS-00001149,EMP-00012,EMP-00011,VMD-00024,,1,true,false,true,true,true,false,2,arpi_synthetic_generator
APT-00000200,2025-07-20,2025-07-20,,GSA-003,LED-000000577,CUS-00000426,EMP-00030,,,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000201,2025-07-20,2025-07-23,,GSA-002,LED-000000599,CUS-00002333,EMP-00014,EMP-00019,VMD-00073,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000202,2025-07-20,2025-07-21,,GSA-002,LED-000000600,CUS-00001591,EMP-00013,EMP-00019,VMD-00007,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000203,2025-07-20,2025-07-26,,GSA-002,LED-000000619,,EMP-00013,EMP-00019,VMD-00059,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000204,2025-07-20,2025-07-21,,GSA-001,LED-000000629,CUS-00001661,EMP-00001,EMP-00011,VMD-00022,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000205,2025-07-20,2025-07-21,,GSA-001,LED-000000649,CUS-00002216,EMP-00002,EMP-00011,VMD-00111,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000206,2025-07-20,2025-07-21,,GSA-003,LED-000000650,CUS-00002395,EMP-00029,,VMD-00015,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000207,2025-07-21,2025-07-22,2025-07-22,GSA-002,LED-000000291,CUS-00000151,EMP-00013,EMP-00019,VMD-00055,SLE-00000083,1,true,false,true,false,true,true,-1,arpi_synthetic_generator
APT-00000208,2025-07-21,2025-07-23,2025-07-23,GSA-003,LED-000000395,CUS-00000871,EMP-00027,,,,1,true,false,true,false,false,false,10,arpi_synthetic_generator
APT-00000209,2025-07-21,2025-07-21,,GSA-002,LED-000000413,CUS-00000831,EMP-00014,EMP-00019,VMD-00022,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000210,2025-07-21,2025-07-22,2025-07-22,GSA-002,LED-000000456,CUS-00002381,EMP-00016,EMP-00019,VMD-00076,,1,true,false,true,true,true,false,5,arpi_synthetic_generator
APT-00000211,2025-07-21,2025-07-22,2025-07-22,GSA-002,LED-000000550,,EMP-00018,EMP-00019,VMD-00033,,1,true,false,true,true,true,false,-10,arpi_synthetic_generator
APT-00000212,2025-07-21,2025-07-21,2025-07-21,GSA-001,LED-000000601,CUS-00001674,EMP-00006,EMP-00011,VMD-00094,,1,true,false,true,false,true,false,4,arpi_synthetic_generator
APT-00000213,2025-07-21,2025-07-23,2025-07-23,GSA-003,LED-000000604,CUS-00000507,EMP-00029,,VMD-00040,SLE-00000088,1,true,false,true,true,true,true,10,arpi_synthetic_generator
APT-00000214,2025-07-21,2025-07-21,,GSA-001,LED-000000649,CUS-00002216,EMP-00001,EMP-00011,VMD-00111,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000215,2025-07-21,2025-07-21,,GSA-002,LED-000000651,CUS-00001640,EMP-00014,EMP-00019,VMD-00029,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000216,2025-07-21,2025-07-21,2025-07-21,GSA-003,LED-000000652,CUS-00001997,EMP-00029,,VMD-00006,,1,true,false,true,true,false,false,3,arpi_synthetic_generator
APT-00000217,2025-07-21,2025-07-22,,GSA-003,LED-000000679,CUS-00001460,EMP-00030,,VMD-00050,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000218,2025-07-22,2025-07-22,2025-07-22,GSA-002,LED-000000404,CUS-00002498,EMP-00018,EMP-00019,VMD-00046,SLE-00000239,1,true,false,true,true,true,true,-23,arpi_synthetic_generator
APT-00000219,2025-07-22,2025-07-24,2025-07-24,GSA-002,LED-000000425,,EMP-00015,EMP-00019,,,1,true,false,true,false,true,false,17,arpi_synthetic_generator
APT-00000220,2025-07-22,2025-07-23,2025-07-23,GSA-001,LED-000000585,,EMP-00004,EMP-00011,VMD-00090,,1,true,false,true,true,true,false,5,arpi_synthetic_generator
APT-00000221,2025-07-22,2025-07-22,,GSA-002,LED-000000600,CUS-00001591,EMP-00015,EMP-00019,VMD-00007,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000222,2025-07-22,2025-07-24,2025-07-24,GSA-002,LED-000000608,CUS-00000951,EMP-00014,EMP-00019,,,1,true,false,true,true,true,false,-15,arpi_synthetic_generator
APT-00000223,2025-07-22,2025-07-22,2025-07-22,GSA-002,LED-000000616,CUS-00000856,EMP-00014,EMP-00019,VMD-00047,SLE-00000077,1,false,false,true,true,true,true,5,arpi_synthetic_generator
APT-00000224,2025-07-22,2025-07-23,,GSA-001,LED-000000629,CUS-00001661,EMP-00012,EMP-00011,VMD-00022,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000225,2025-07-22,2025-07-23,,GSA-003,LED-000000655,CUS-00001391,EMP-00026,,VMD-00028,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000226,2025-07-22,2025-07-23,2025-07-23,GSA-003,LED-000000663,CUS-00002368,EMP-00030,,VMD-00047,SLE-00000132,1,true,false,true,false,true,true,31,arpi_synthetic_generator
APT-00000227,2025-07-22,2025-07-23,,GSA-002,LED-000000683,CUS-00000918,EMP-00016,EMP-00019,,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000228,2025-07-22,2025-07-23,2025-07-23,GSA-002,LED-000000685,CUS-00002238,EMP-00013,EMP-00019,,,1,true,false,true,true,false,false,10,arpi_synthetic_generator
APT-00000229,2025-07-22,2025-07-23,2025-07-23,GSA-001,LED-000000714,CUS-00002381,EMP-00012,EMP-00011,VMD-00031,SLE-00000260,1,true,false,true,true,true,true,8,arpi_synthetic_generator
APT-00000230,2025-07-23,2025-07-24,,GSA-003,LED-000000560,,EMP-00030,,VMD-00065,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000231,2025-07-23,2025-07-23,2025-07-23,GSA-002,LED-000000561,CUS-00001148,EMP-00022,EMP-00019,VMD-00057,,1,true,false,true,true,true,false,13,arpi_synthetic_generator
APT-00000232,2025-07-23,2025-07-25,,GSA-002,LED-000000600,CUS-00001591,EMP-00018,EMP-00019,VMD-00007,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000233,2025-07-23,2025-07-26,,GSA-003,LED-000000650,CUS-00002395,EMP-00025,,VMD-00015,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000234,2025-07-23,2025-07-27,2025-07-27,GSA-001,LED-000000659,CUS-00001339,EMP-00003,EMP-00011,VMD-00105,SLE-00000134,1,true,false,true,true,true,true,0,arpi_synthetic_generator
APT-00000235,2025-07-23,2025-07-24,,GSA-001,LED-000000687,CUS-00000043,EMP-00002,EMP-00011,VMD-00092,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000236,2025-07-23,2025-07-27,,GSA-002,LED-000000690,CUS-00002217,EMP-00015,EMP-00019,VMD-00024,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000237,2025-07-23,2025-07-26,2025-07-26,GSA-003,LED-000000696,CUS-00002303,EMP-00029,,VMD-00006,,1,false,false,true,true,false,false,-18,arpi_synthetic_generator
APT-00000238,2025-07-23,2025-07-23,2025-07-23,GSA-003,LED-000000703,CUS-00002017,EMP-00027,,VMD-00010,SLE-00000178,1,false,false,true,true,true,true,22,arpi_synthetic_generator
APT-00000239,2025-07-23,2025-07-23,2025-07-23,GSA-001,LED-000000723,CUS-00001997,EMP-00010,EMP-00011,,,1,true,false,true,true,true,false,12,arpi_synthetic_generator
APT-00000240,2025-07-23,2025-07-25,2025-07-25,GSA-002,LED-000000734,CUS-00001990,EMP-00014,EMP-00019,VMD-00023,SLE-00000231,1,false,false,true,true,true,true,11,arpi_synthetic_generator
APT-00000241,2025-07-23,2025-07-24,,GSA-002,LED-000000737,,EMP-00013,EMP-00019,VMD-00041,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000242,2025-07-23,2025-07-24,2025-07-24,GSA-001,LED-000000741,CUS-00000159,EMP-00006,EMP-00011,VMD-00089,SLE-00000116,1,true,false,true,false,true,true,-31,arpi_synthetic_generator
APT-00000243,2025-07-23,2025-07-24,2025-07-24,GSA-002,LED-000000748,CUS-00002266,EMP-00016,EMP-00019,VMD-00011,,1,true,false,true,true,false,false,3,arpi_synthetic_generator
APT-00000244,2025-07-23,2025-07-27,,GSA-001,LED-000000753,CUS-00000649,EMP-00006,EMP-00011,,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000245,2025-07-23,2025-07-23,2025-07-23,GSA-002,LED-000000759,CUS-00002196,EMP-00022,EMP-00019,VMD-00075,,1,true,false,true,true,true,false,26,arpi_synthetic_generator
APT-00000246,2025-07-24,2025-07-26,,GSA-001,LED-000000662,CUS-00000940,EMP-00003,EMP-00011,VMD-00116,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000247,2025-07-24,2025-07-24,2025-07-24,GSA-001,LED-000000677,CUS-00000027,EMP-00010,EMP-00011,VMD-00103,,1,true,false,true,true,true,false,-37,arpi_synthetic_generator
APT-00000248,2025-07-24,2025-07-24,2025-07-24,GSA-001,LED-000000709,CUS-00000929,EMP-00002,EMP-00011,VMD-00050,SLE-00000187,1,true,false,true,true,true,true,22,arpi_synthetic_generator
APT-00000249,2025-07-24,2025-07-25,,GSA-001,LED-000000730,,EMP-00010,EMP-00011,VMD-00038,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000250,2025-07-24,2025-07-26,2025-07-26,GSA-002,LED-000000760,CUS-00002086,EMP-00022,EMP-00019,VMD-00034,,1,true,false,true,true,true,false,31,arpi_synthetic_generator
APT-00000251,2025-07-24,2025-07-24,,GSA-002,LED-000000761,CUS-00001328,EMP-00015,EMP-00019,VMD-00024,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000252,2025-07-24,2025-07-26,2025-07-26,GSA-002,LED-000000768,CUS-00001028,EMP-00018,EMP-00019,VMD-00024,,1,true,false,true,true,false,false,14,arpi_synthetic_generator
APT-00000253,2025-07-24,2025-07-25,,GSA-002,LED-000000771,CUS-00000302,EMP-00015,EMP-00019,,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000254,2025-07-24,2025-07-24,2025-07-24,GSA-002,LED-000000780,CUS-00000169,EMP-00015,EMP-00019,VMD-00073,,1,true,false,true,true,true,false,43,arpi_synthetic_generator
APT-00000255,2025-07-24,2025-07-26,,GSA-003,LED-000000787,,EMP-00026,,,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000256,2025-07-24,2025-07-27,2025-07-27,GSA-003,LED-000000791,CUS-00001761,EMP-00026,,VMD-00059,SLE-00000482,1,true,false,true,true,true,true,0,arpi_synthetic_generator
APT-00000257,2025-07-25,2025-07-29,,GSA-003,LED-000000517,CUS-00002374,EMP-00027,,VMD-00072,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000258,2025-07-25,2025-07-25,2025-07-25,GSA-001,LED-000000687,CUS-00000043,EMP-00010,EMP-00011,VMD-00092,SLE-00000183,1,true,false,true,false,true,true,16,arpi_synthetic_generator
APT-00000259,2025-07-25,2025-07-27,,GSA-001,LED-000000692,CUS-00000090,EMP-00004,EMP-00011,VMD-00021,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000260,2025-07-25,2025-07-26,,GSA-002,LED-000000701,CUS-00001916,EMP-00022,EMP-00019,VMD-00120,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000261,2025-07-25,2025-07-26,,GSA-002,LED-000000737,,EMP-00016,EMP-00019,VMD-00041,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000262,2025-07-25,2025-07-26,2025-07-26,GSA-002,LED-000000761,CUS-00001328,EMP-00016,EMP-00019,VMD-00024,,1,true,false,true,true,true,false,23,arpi_synthetic_generator
APT-00000263,2025-07-25,2025-07-27,,GSA-001,LED-000000786,CUS-00001670,EMP-00003,EMP-00011,VMD-00096,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000264,2025-07-25,2025-07-25,,GSA-001,LED-000000795,CUS-00002386,EMP-00003,EMP-00011,VMD-00016,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000265,2025-07-25,2025-07-25,2025-07-25,GSA-001,LED-000000810,CUS-00001465,EMP-00007,EMP-00011,VMD-00115,SLE-00000435,1,false,false,true,true,true,true,3,arpi_synthetic_generator
APT-00000266,2025-07-25,2025-07-26,,GSA-003,LED-000000816,CUS-00002243,EMP-00030,,VMD-00087,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000267,2025-07-25,2025-07-25,2025-07-25,GSA-003,LED-000000824,,EMP-00026,,VMD-00070,,1,true,false,true,false,true,false,39,arpi_synthetic_generator
APT-00000268,2025-07-26,2025-07-26,2025-07-26,GSA-003,LED-000000536,CUS-00001450,EMP-00029,,VMD-00019,SLE-00000101,1,true,false,true,false,true,true,-5,arpi_synthetic_generator
APT-00000269,2025-07-26,2025-07-26,,GSA-002,LED-000000701,CUS-00001916,EMP-00018,EMP-00019,VMD-00120,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000270,2025-07-26,2025-07-26,2025-07-26,GSA-002,LED-000000701,CUS-00001916,EMP-00022,EMP-00019,VMD-00120,SLE-00000103,1,false,false,true,true,true,true,1,arpi_synthetic_generator
APT-00000271,2025-07-26,2025-07-30,,GSA-002,LED-000000752,,EMP-00018,EMP-00019,,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000272,2025-07-26,2025-07-28,2025-07-28,GSA-002,LED-000000792,CUS-00001866,EMP-00015,EMP-00019,VMD-00013,,1,true,false,true,false,true,false,8,arpi_synthetic_generator
APT-00000273,2025-07-26,2025-07-27,2025-07-27,GSA-002,LED-000000803,CUS-00000639,EMP-00013,EMP-00019,VMD-00101,,1,true,false,true,true,true,false,-2,arpi_synthetic_generator
APT-00000274,2025-07-26,2025-07-27,,GSA-002,LED-000000818,CUS-00000363,EMP-00018,EMP-00019,VMD-00025,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000275,2025-07-26,2025-08-01,2025-08-01,GSA-003,LED-000000826,CUS-00001197,EMP-00027,,VMD-00097,SLE-00000290,1,true,false,true,true,true,true,17,arpi_synthetic_generator
APT-00000276,2025-07-26,2025-07-28,2025-07-28,GSA-001,LED-000000845,CUS-00000871,EMP-00002,EMP-00011,VMD-00117,SLE-00000304,1,true,false,true,true,true,true,3,arpi_synthetic_generator
APT-00000277,2025-07-27,2025-07-27,,GSA-001,LED-000000613,CUS-00001041,EMP-00012,EMP-00011,VMD-00048,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000278,2025-07-27,2025-07-27,2025-07-27,GSA-002,LED-000000619,,EMP-00022,EMP-00019,VMD-00059,,1,false,false,true,false,true,false,-19,arpi_synthetic_generator
APT-00000279,2025-07-27,2025-07-27,2025-07-27,GSA-002,LED-000000737,,EMP-00022,EMP-00019,VMD-00041,,1,true,false,true,false,false,false,25,arpi_synthetic_generator
APT-00000280,2025-07-27,2025-07-27,2025-07-27,GSA-003,LED-000000849,CUS-00002196,EMP-00029,,VMD-00077,SLE-00000519,1,true,false,true,false,true,true,10,arpi_synthetic_generator
APT-00000281,2025-07-27,2025-07-30,,GSA-002,LED-000000854,,EMP-00022,EMP-00019,,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000282,2025-07-27,2025-07-28,2025-07-28,GSA-002,LED-000000861,CUS-00000703,EMP-00016,EMP-00019,VMD-00097,,1,true,false,true,true,true,false,19,arpi_synthetic_generator
APT-00000283,2025-07-27,2025-07-27,,GSA-001,LED-000000863,CUS-00000954,EMP-00003,EMP-00011,VMD-00006,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000284,2025-07-27,2025-07-29,,GSA-001,LED-000000878,CUS-00002058,EMP-00010,EMP-00011,VMD-00086,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000285,2025-07-27,2025-07-27,,GSA-003,LED-000000890,CUS-00000845,EMP-00025,,VMD-00088,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000286,2025-07-28,2025-07-29,,GSA-001,LED-000000613,CUS-00001041,EMP-00010,EMP-00011,VMD-00048,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000287,2025-07-28,2025-07-29,,GSA-002,LED-000000622,CUS-00000831,EMP-00022,EMP-00019,VMD-00022,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000288,2025-07-28,2025-07-30,2025-07-30,GSA-003,LED-000000650,CUS-00002395,EMP-00027,,VMD-00015,,1,true,false,true,false,true,false,10,arpi_synthetic_generator
APT-00000289,2025-07-28,2025-07-31,2025-07-31,GSA-002,LED-000000683,CUS-00000918,EMP-00016,EMP-00019,,,1,true,false,true,true,false,false,37,arpi_synthetic_generator
APT-00000290,2025-07-28,2025-07-28,2025-07-28,GSA-002,LED-000000744,CUS-00002477,EMP-00018,EMP-00019,VMD-00109,SLE-00000293,1,false,false,true,false,true,true,-8,arpi_synthetic_generator
APT-00000291,2025-07-28,2025-07-29,,GSA-001,LED-000000786,CUS-00001670,EMP-00010,EMP-00011,VMD-00096,,1,true,true,false,false,false,false,,arpi_synthetic_generator
