customer_key,customer_id,household_id,age_band,county,state_code,market_area,customer_type,is_prior_customer,is_service_customer,first_interaction_date,source_system
207,CUS-00000207,HH-00000158,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-05-04,arpi_synthetic_generator
208,CUS-00000208,HH-00000159,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-09-20,arpi_synthetic_generator
209,CUS-00000209,HH-00000160,65+,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-06-14,arpi_synthetic_generator
210,CUS-00000210,HH-00000161,45-54,Strafford,NH,Southern New Hampshire,Retail,false,true,2025-07-31,arpi_synthetic_generator
211,CUS-00000211,HH-00000161,55-64,Strafford,NH,Southern New Hampshire,Retail,false,false,2025-01-13,arpi_synthetic_generator
212,CUS-00000212,HH-00000162,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-08-09,arpi_synthetic_generator
213,CUS-00000213,HH-00000163,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-01-31,arpi_synthetic_generator
214,CUS-00000214,HH-00000164,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,false,2025-05-23,arpi_synthetic_generator
215,CUS-00000215,HH-00000164,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-09-16,arpi_synthetic_generator
216,CUS-00000216,HH-00000165,65+,Strafford,NH,Southern New Hampshire,Retail,false,false,2025-01-28,arpi_synthetic_generator
217,CUS-00000217,HH-00000166,45-54,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-11-04,arpi_synthetic_generator
218,CUS-00000218,HH-00000167,45-54,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-11-02,arpi_synthetic_generator
219,CUS-00000219,HH-00000168,65+,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-01-21,arpi_synthetic_generator
220,CUS-00000220,HH-00000169,55-64,Rockingham,NH,Southern New Hampshire,Retail,true,true,2025-03-14,arpi_synthetic_generator
221,CUS-00000221,HH-00000170,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-10-24,arpi_synthetic_generator
222,CUS-00000222,HH-00000171,55-64,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-06-02,arpi_synthetic_generator
223,CUS-00000223,HH-00000172,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-06-23,arpi_synthetic_generator
224,CUS-00000224,HH-00000173,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-09,arpi_synthetic_generator
225,CUS-00000225,HH-00000174,55-64,Rockingham,NH,Southern New Hampshire,Retail,true,true,2025-06-07,arpi_synthetic_generator
226,CUS-00000226,HH-00000174,25-34,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-03-28,arpi_synthetic_generator
227,CUS-00000227,HH-00000175,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-01-26,arpi_synthetic_generator
228,CUS-00000228,HH-00000176,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-04-22,arpi_synthetic_generator
229,CUS-00000229,HH-00000177,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-03-15,arpi_synthetic_generator
230,CUS-00000230,HH-00000178,65+,Hillsborough,NH,Southern New Hampshire,Business,false,true,2025-07-16,arpi_synthetic_generator
231,CUS-00000231,HH-00000179,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-25,arpi_synthetic_generator
232,CUS-00000232,HH-00000180,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-01-26,arpi_synthetic_generator
233,CUS-00000233,HH-00000180,55-64,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-06-22,arpi_synthetic_generator
234,CUS-00000234,HH-00000181,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-07-25,arpi_synthetic_generator
235,CUS-00000235,HH-00000182,18-24,Rockingham,NH,Southern New Hampshire,Retail,true,false,2025-02-25,arpi_synthetic_generator
236,CUS-00000236,HH-00000182,45-54,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-06-19,arpi_synthetic_generator
237,CUS-00000237,HH-00000183,18-24,Essex,MA,Northern Massachusetts,Retail,false,true,2025-08-11,arpi_synthetic_generator
238,CUS-00000238,HH-00000184,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-07-11,arpi_synthetic_generator
239,CUS-00000239,HH-00000184,18-24,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-07-29,arpi_synthetic_generator
240,CUS-00000240,HH-00000184,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-02-27,arpi_synthetic_generator
241,CUS-00000241,HH-00000185,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-02-20,arpi_synthetic_generator
242,CUS-00000242,HH-00000185,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-13,arpi_synthetic_generator
243,CUS-00000243,HH-00000186,45-54,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-09-19,arpi_synthetic_generator
244,CUS-00000244,HH-00000187,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-01-09,arpi_synthetic_generator
245,CUS-00000245,HH-00000188,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-07-26,arpi_synthetic_generator
246,CUS-00000246,HH-00000188,25-34,Hillsborough,NH,Southern New Hampshire,Business,false,false,2025-05-10,arpi_synthetic_generator
247,CUS-00000247,HH-00000189,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-04-15,arpi_synthetic_generator
248,CUS-00000248,HH-00000190,55-64,Hillsborough,NH,Southern New Hampshire,Business,false,true,2025-10-23,arpi_synthetic_generator
249,CUS-00000249,HH-00000190,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-06-06,arpi_synthetic_generator
250,CUS-00000250,HH-00000191,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-04-26,arpi_synthetic_generator
251,CUS-00000251,HH-00000191,55-64,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-02-10,arpi_synthetic_generator
252,CUS-00000252,HH-00000192,35-44,Middlesex,MA,Northern Massachusetts,Retail,true,true,2025-06-04,arpi_synthetic_generator
253,CUS-00000253,HH-00000192,45-54,Middlesex,MA,Northern Massachusetts,Retail,true,true,2025-03-16,arpi_synthetic_generator
254,CUS-00000254,HH-00000193,25-34,Middlesex,MA,Northern Massachusetts,Retail,false,true,2025-03-02,arpi_synthetic_generator
255,CUS-00000255,HH-00000194,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-05-26,arpi_synthetic_generator
256,CUS-00000256,HH-00000195,35-44,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-11-21,arpi_synthetic_generator
257,CUS-00000257,HH-00000195,18-24,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-11-12,arpi_synthetic_generator
258,CUS-00000258,HH-00000196,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-08-13,arpi_synthetic_generator
259,CUS-00000259,HH-00000196,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-09-19,arpi_synthetic_generator
260,CUS-00000260,HH-00000197,45-54,Middlesex,MA,Northern Massachusetts,Retail,true,true,2025-06-23,arpi_synthetic_generator
261,CUS-00000261,HH-00000198,55-64,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-11-14,arpi_synthetic_generator
262,CUS-00000262,HH-00000199,55-64,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-10-14,arpi_synthetic_generator
263,CUS-00000263,HH-00000200,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-17,arpi_synthetic_generator
264,CUS-00000264,HH-00000201,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-12-14,arpi_synthetic_generator
265,CUS-00000265,HH-00000202,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-02-22,arpi_synthetic_generator
266,CUS-00000266,HH-00000202,65+,Merrimack,NH,Southern New Hampshire,Retail,true,false,2025-05-23,arpi_synthetic_generator
267,CUS-00000267,HH-00000203,55-64,Merrimack,NH,Southern New Hampshire,Retail,true,true,2025-03-20,arpi_synthetic_generator
268,CUS-00000268,HH-00000204,35-44,Rockingham,NH,Southern New Hampshire,Retail,true,true,2025-03-09,arpi_synthetic_generator
269,CUS-00000269,HH-00000204,35-44,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-06-23,arpi_synthetic_generator
270,CUS-00000270,HH-00000205,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-10-03,arpi_synthetic_generator
271,CUS-00000271,HH-00000206,45-54,Essex,MA,Northern Massachusetts,Retail,false,false,2025-06-03,arpi_synthetic_generator
272,CUS-00000272,HH-00000207,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-07-07,arpi_synthetic_generator
273,CUS-00000273,HH-00000208,18-24,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-11-16,arpi_synthetic_generator
274,CUS-00000274,HH-00000209,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-03-01,arpi_synthetic_generator
275,CUS-00000275,HH-00000210,18-24,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-07-14,arpi_synthetic_generator
276,CUS-00000276,HH-00000211,18-24,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-10-24,arpi_synthetic_generator
277,CUS-00000277,HH-00000212,25-34,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-02-01,arpi_synthetic_generator
278,CUS-00000278,HH-00000213,45-54,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-02-27,arpi_synthetic_generator
279,CUS-00000279,HH-00000214,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-07-03,arpi_synthetic_generator
280,CUS-00000280,HH-00000215,45-54,Essex,MA,Northern Massachusetts,Retail,false,false,2025-01-12,arpi_synthetic_generator
281,CUS-00000281,HH-00000216,45-54,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-03-10,arpi_synthetic_generator
282,CUS-00000282,HH-00000217,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-08-27,arpi_synthetic_generator
283,CUS-00000283,HH-00000218,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-03,arpi_synthetic_generator
284,CUS-00000284,HH-00000218,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-03-17,arpi_synthetic_generator
285,CUS-00000285,HH-00000218,35-44,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-01-16,arpi_synthetic_generator
286,CUS-00000286,HH-00000219,25-34,Strafford,NH,Southern New Hampshire,Retail,true,true,2025-04-13,arpi_synthetic_generator
287,CUS-00000287,HH-00000219,55-64,Strafford,NH,Southern New Hampshire,Retail,true,true,2025-05-22,arpi_synthetic_generator
288,CUS-00000288,HH-00000220,45-54,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-02-18,arpi_synthetic_generator
289,CUS-00000289,HH-00000221,18-24,Merrimack,NH,Southern New Hampshire,Retail,true,true,2025-04-14,arpi_synthetic_generator
290,CUS-00000290,HH-00000222,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-02-23,arpi_synthetic_generator
291,CUS-00000291,HH-00000223,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-12-24,arpi_synthetic_generator
292,CUS-00000292,HH-00000224,65+,Merrimack,NH,Southern New Hampshire,Retail,true,false,2025-03-03,arpi_synthetic_generator
293,CUS-00000293,HH-00000224,25-34,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-08-05,arpi_synthetic_generator
294,CUS-00000294,HH-00000225,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-10-07,arpi_synthetic_generator
295,CUS-00000295,HH-00000226,65+,Rockingham,NH,Southern New Hampshire,Retail,true,true,2025-06-25,arpi_synthetic_generator
296,CUS-00000296,HH-00000226,35-44,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-10-14,arpi_synthetic_generator
297,CUS-00000297,HH-00000227,25-34,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-05-22,arpi_synthetic_generator
298,CUS-00000298,HH-00000228,55-64,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-09-26,arpi_synthetic_generator
299,CUS-00000299,HH-00000228,35-44,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-04-09,arpi_synthetic_generator
300,CUS-00000300,HH-00000229,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-11-27,arpi_synthetic_generator
301,CUS-00000301,HH-00000230,25-34,Hillsborough,NH,Southern New Hampshire,Retail,true,false,2025-04-09,arpi_synthetic_generator
302,CUS-00000302,HH-00000231,55-64,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-02-01,arpi_synthetic_generator
303,CUS-00000303,HH-00000231,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,false,2025-03-16,arpi_synthetic_generator
304,CUS-00000304,HH-00000232,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,false,2025-05-03,arpi_synthetic_generator
305,CUS-00000305,HH-00000233,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-07-31,arpi_synthetic_generator
306,CUS-00000306,HH-00000234,55-64,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-03-03,arpi_synthetic_generator
307,CUS-00000307,HH-00000235,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-10-28,arpi_synthetic_generator
308,CUS-00000308,HH-00000236,25-34,Essex,MA,Northern Massachusetts,Retail,false,false,2025-05-23,arpi_synthetic_generator
309,CUS-00000309,HH-00000237,55-64,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-10-22,arpi_synthetic_generator
310,CUS-00000310,HH-00000238,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-11-23,arpi_synthetic_generator
311,CUS-00000311,HH-00000238,18-24,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-09-22,arpi_synthetic_generator
312,CUS-00000312,HH-00000239,45-54,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-06-23,arpi_synthetic_generator
313,CUS-00000313,HH-00000239,25-34,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-11-24,arpi_synthetic_generator
314,CUS-00000314,HH-00000240,18-24,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-08-26,arpi_synthetic_generator
315,CUS-00000315,HH-00000241,45-54,Essex,MA,Northern Massachusetts,Retail,true,true,2025-03-10,arpi_synthetic_generator
316,CUS-00000316,HH-00000242,55-64,Hillsborough,NH,Southern New Hampshire,Retail,true,false,2025-02-11,arpi_synthetic_generator
317,CUS-00000317,HH-00000243,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-12-25,arpi_synthetic_generator
318,CUS-00000318,HH-00000244,55-64,Essex,MA,Northern Massachusetts,Retail,false,false,2025-12-04,arpi_synthetic_generator
319,CUS-00000319,HH-00000244,55-64,Essex,MA,Northern Massachusetts,Retail,true,false,2025-01-30,arpi_synthetic_generator
320,CUS-00000320,HH-00000245,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-12-20,arpi_synthetic_generator
321,CUS-00000321,HH-00000246,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-10-26,arpi_synthetic_generator
322,CUS-00000322,HH-00000247,55-64,Middlesex,MA,Northern Massachusetts,Retail,false,true,2025-04-19,arpi_synthetic_generator
323,CUS-00000323,HH-00000248,35-44,Essex,MA,Northern Massachusetts,Retail,true,false,2025-03-24,arpi_synthetic_generator
324,CUS-00000324,HH-00000249,55-64,Middlesex,MA,Northern Massachusetts,Retail,true,true,2025-04-30,arpi_synthetic_generator
325,CUS-00000325,HH-00000250,45-54,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-02-08,arpi_synthetic_generator
326,CUS-00000326,HH-00000251,35-44,Middlesex,MA,Northern Massachusetts,Retail,false,true,2025-01-02,arpi_synthetic_generator
327,CUS-00000327,HH-00000252,55-64,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-01-29,arpi_synthetic_generator
328,CUS-00000328,HH-00000253,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-03-06,arpi_synthetic_generator
329,CUS-00000329,HH-00000254,35-44,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-04-10,arpi_synthetic_generator
330,CUS-00000330,HH-00000254,25-34,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-03-06,arpi_synthetic_generator
331,CUS-00000331,HH-00000255,18-24,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-02-24,arpi_synthetic_generator
332,CUS-00000332,HH-00000256,55-64,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-03-18,arpi_synthetic_generator
333,CUS-00000333,HH-00000257,25-34,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-07-30,arpi_synthetic_generator
334,CUS-00000334,HH-00000258,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-09-23,arpi_synthetic_generator
335,CUS-00000335,HH-00000259,55-64,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-04-03,arpi_synthetic_generator
336,CUS-00000336,HH-00000260,35-44,Essex,MA,Northern Massachusetts,Retail,true,true,2025-02-03,arpi_synthetic_generator
337,CUS-00000337,HH-00000261,35-44,Middlesex,MA,Northern Massachusetts,Retail,false,true,2025-07-21,arpi_synthetic_generator
338,CUS-00000338,HH-00000262,55-64,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-01-24,arpi_synthetic_generator
339,CUS-00000339,HH-00000262,35-44,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-06-17,arpi_synthetic_generator
340,CUS-00000340,HH-00000263,18-24,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-04-24,arpi_synthetic_generator
341,CUS-00000341,HH-00000263,45-54,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-12-30,arpi_synthetic_generator
342,CUS-00000342,HH-00000263,55-64,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-05-16,arpi_synthetic_generator
343,CUS-00000343,HH-00000264,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-01-07,arpi_synthetic_generator
344,CUS-00000344,HH-00000265,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-07-09,arpi_synthetic_generator
345,CUS-00000345,HH-00000266,25-34,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-10-23,arpi_synthetic_generator
346,CUS-00000346,HH-00000267,55-64,Essex,MA,Northern Massachusetts,Retail,true,true,2025-05-25,arpi_synthetic_generator
347,CUS-00000347,HH-00000268,18-24,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-13,arpi_synthetic_generator
348,CUS-00000348,HH-00000269,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-05-02,arpi_synthetic_generator
349,CUS-00000349,HH-00000270,18-24,Rockingham,NH,Southern New Hampshire,Retail,true,false,2025-06-18,arpi_synthetic_generator
350,CUS-00000350,HH-00000271,25-34,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-02-22,arpi_synthetic_generator
351,CUS-00000351,HH-00000271,65+,Rockingham,NH,Southern New Hampshire,Retail,false,true,2025-02-01,arpi_synthetic_generator
352,CUS-00000352,HH-00000272,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-07-21,arpi_synthetic_generator
353,CUS-00000353,HH-00000273,35-44,Essex,MA,Northern Massachusetts,Retail,false,true,2025-04-01,arpi_synthetic_generator
354,CUS-00000354,HH-00000274,65+,Strafford,NH,Southern New Hampshire,Retail,false,false,2025-07-25,arpi_synthetic_generator
355,CUS-00000355,HH-00000274,45-54,Strafford,NH,Southern New Hampshire,Retail,false,true,2025-05-17,arpi_synthetic_generator
356,CUS-00000356,HH-00000275,65+,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-12-19,arpi_synthetic_generator
357,CUS-00000357,HH-00000276,18-24,Strafford,NH,Southern New Hampshire,Retail,false,true,2025-11-22,arpi_synthetic_generator
358,CUS-00000358,HH-00000276,55-64,Strafford,NH,Southern New Hampshire,Retail,false,false,2025-09-18,arpi_synthetic_generator
359,CUS-00000359,HH-00000277,65+,Hillsborough,NH,Southern New Hampshire,Business,false,true,2025-12-26,arpi_synthetic_generator
360,CUS-00000360,HH-00000277,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-01-18,arpi_synthetic_generator
361,CUS-00000361,HH-00000278,65+,Merrimack,NH,Southern New Hampshire,Retail,true,false,2025-02-21,arpi_synthetic_generator
362,CUS-00000362,HH-00000279,35-44,Middlesex,MA,Northern Massachusetts,Retail,true,true,2025-06-23,arpi_synthetic_generator
363,CUS-00000363,HH-00000280,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-06-24,arpi_synthetic_generator
364,CUS-00000364,HH-00000281,45-54,Strafford,NH,Southern New Hampshire,Retail,true,false,2025-06-05,arpi_synthetic_generator
365,CUS-00000365,HH-00000282,65+,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-06-26,arpi_synthetic_generator
366,CUS-00000366,HH-00000283,45-54,Essex,MA,Northern Massachusetts,Retail,false,false,2025-11-26,arpi_synthetic_generator
367,CUS-00000367,HH-00000284,65+,Essex,MA,Northern Massachusetts,Retail,true,true,2025-02-13,arpi_synthetic_generator
368,CUS-00000368,HH-00000284,55-64,Essex,MA,Northern Massachusetts,Retail,false,false,2025-08-14,arpi_synthetic_generator
369,CUS-00000369,HH-00000284,25-34,Essex,MA,Northern Massachusetts,Retail,false,true,2025-10-12,arpi_synthetic_generator
370,CUS-00000370,HH-00000285,25-34,Rockingham,NH,Southern New Hampshire,Retail,true,true,2025-04-22,arpi_synthetic_generator
371,CUS-00000371,HH-00000286,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-05-06,arpi_synthetic_generator
372,CUS-00000372,HH-00000286,55-64,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-02-21,arpi_synthetic_generator
373,CUS-00000373,HH-00000287,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-06-21,arpi_synthetic_generator
374,CUS-00000374,HH-00000288,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-10-10,arpi_synthetic_generator
375,CUS-00000375,HH-00000288,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-12-22,arpi_synthetic_generator
376,CUS-00000376,HH-00000289,35-44,Middlesex,MA,Northern Massachusetts,Retail,true,true,2025-05-27,arpi_synthetic_generator
377,CUS-00000377,HH-00000290,55-64,Rockingham,NH,Southern New Hampshire,Retail,true,false,2025-03-15,arpi_synthetic_generator
378,CUS-00000378,HH-00000291,65+,Hillsborough,NH,Southern New Hampshire,Retail,true,false,2025-04-11,arpi_synthetic_generator
379,CUS-00000379,HH-00000292,35-44,Middlesex,MA,Northern Massachusetts,Retail,false,true,2025-01-18,arpi_synthetic_generator
380,CUS-00000380,HH-00000293,45-54,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-02-10,arpi_synthetic_generator
381,CUS-00000381,HH-00000294,35-44,Hillsborough,NH,Southern New Hampshire,Business,true,true,2025-02-19,arpi_synthetic_generator
382,CUS-00000382,HH-00000295,35-44,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-08-12,arpi_synthetic_generator
383,CUS-00000383,HH-00000296,35-44,Rockingham,NH,Southern New Hampshire,Retail,true,true,2025-03-17,arpi_synthetic_generator
384,CUS-00000384,HH-00000296,35-44,Rockingham,NH,Southern New Hampshire,Retail,false,false,2025-12-23,arpi_synthetic_generator
385,CUS-00000385,HH-00000297,35-44,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-10-22,arpi_synthetic_generator
386,CUS-00000386,HH-00000298,18-24,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-02-25,arpi_synthetic_generator
387,CUS-00000387,HH-00000299,65+,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-04-06,arpi_synthetic_generator
388,CUS-00000388,HH-00000300,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-07-22,arpi_synthetic_generator
389,CUS-00000389,HH-00000300,45-54,Hillsborough,NH,Southern New Hampshire,Retail,false,true,2025-09-25,arpi_synthetic_generator
390,CUS-00000390,HH-00000301,18-24,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-09-19,arpi_synthetic_generator
391,CUS-00000391,HH-00000302,35-44,Merrimack,NH,Southern New Hampshire,Retail,false,true,2025-05-13,arpi_synthetic_generator
392,CUS-00000392,HH-00000303,25-34,Hillsborough,NH,Southern New Hampshire,Retail,false,false,2025-12-28,arpi_synthetic_generator
393,CUS-00000393,HH-00000304,35-44,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-11-11,arpi_synthetic_generator
394,CUS-00000394,HH-00000305,65+,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-01-19,arpi_synthetic_generator
395,CUS-00000395,HH-00000306,25-34,Merrimack,NH,Southern New Hampshire,Business,true,false,2025-01-14,arpi_synthetic_generator
396,CUS-00000396,HH-00000307,35-44,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-05-22,arpi_synthetic_generator
397,CUS-00000397,HH-00000308,65+,Hillsborough,NH,Southern New Hampshire,Retail,true,true,2025-01-27,arpi_synthetic_generator
398,CUS-00000398,HH-00000309,65+,Merrimack,NH,Southern New Hampshire,Retail,false,false,2025-06-02,arpi_synthetic_generator
399,CUS-00000399,HH-00000310,25-34,Middlesex,MA,Northern Massachusetts,Retail,false,false,2025-07-20,arpi_synthetic_generator
400,CUS-00000400,HH-00000311,35-44,Strafford,NH,Southern New Hampshire,Retail,false,false,2025-07-10,arpi_synthetic_generator
